#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      238.7   111.2    74.4   112.1   123.7   219.2   277.5   308.9   330.0   353.4   380.9   420.9   503.2   638.4  2430.5  75121.4    75000  1745251032554  1745251037756
read      235.6   109.0    74.4   112.5   123.7   214.7   271.0   303.1   325.0   348.9   377.2   418.3   502.7   635.9  1970.1  80191.6    80000  1745251039259  1745251044460
read      242.0   116.5    74.4   112.7   124.3   219.9   280.0   313.3   335.8   360.7   390.3   433.3   525.2   680.4  2825.7  85014.9    85000  1745251045964  1745251051164
read      240.1   141.6    74.4   114.0   125.5   213.7   273.2   308.6   332.7   359.1   390.2   434.7   530.2   692.3  3667.1  89894.5    90000  1745251052669  1745251057870
read      242.6   120.7    74.4   113.9   125.4   213.1   275.7   314.2   340.2   368.2   400.4   450.9   547.6   742.9  2075.8  95212.4    95000  1745251059374  1745251064577
read      257.4   135.7    74.4   117.3   130.1   224.5   292.2   333.8   361.7   391.6   428.5   485.5   602.2   808.5  4169.3 100209.8   100000  1745251066081  1745251071286
read      250.6   148.8    74.4   116.2   128.4   213.9   278.7   322.6   352.7   384.4   422.8   478.6   592.8   803.5  4687.8 105137.8   105000  1745251072789  1745251077990
read      263.7   144.0    68.9   119.2   132.5   226.0   293.5   338.7   369.8   403.6   447.0   507.9   651.0   975.4  3495.0 109848.1   110000  1745251079493  1745251084694
read      262.8   153.6    74.4   120.2   133.7   223.2   288.7   333.9   365.9   401.0   444.8   509.4   665.5  1007.5  3818.6 115160.9   115000  1745251086198  1745251091398
read      309.8   196.1    74.4   129.1   144.5   240.7   326.1   397.8   447.0   502.0   572.0   683.3   935.9  1338.7  3280.0 120149.3   120000  1745251092903  1745251098103
read      306.8   193.6    74.4   127.9   142.7   238.4   320.4   389.8   440.5   497.3   569.2   682.3   940.6  1335.4  3362.6 124918.5   125000  1745251099606  1745251104808
read      456.8   472.1    74.4   149.2   166.9   255.4   320.0   464.0   677.9   924.2  1215.2  1441.9  1997.5  3445.6  7924.8 128042.9   130000  1745251106313  1745251111515
read      476.9   489.1    80.4   159.8   179.2   258.2   317.2   476.2   739.2  1030.5  1297.0  1472.5  2072.8  3210.2  7860.8 129418.2   135000  1745251113019  1745251118221
read      475.5   497.4    80.4   163.0   181.0   255.3   307.1   422.8   724.8  1057.0  1312.7  1474.4  2171.1  3450.3  7837.8 131963.4   140000  1745251119725  1745251124926
read      467.7   509.9    80.4   157.3   175.2   250.7   294.5   372.9   669.0  1040.9  1314.0  1478.4  2326.1  3622.9  7963.8 134790.4   145000  1745251126430  1745251131630
read      468.9   548.3    80.4   157.2   174.6   244.8   290.6   353.5   598.8  1001.1  1319.3  1503.1  2649.3  4151.6  8045.9 136213.2   150000  1745251133134  1745251138338
read      499.2   589.6    80.4   152.9   171.2   256.7   310.6   427.7   695.8  1079.6  1348.1  1559.0  2890.3  4369.4  8049.1 129226.1   155000  1745251139843  1745251145050
read      501.6   636.5    80.4   162.7   185.6   254.1   292.2   333.7   462.7  1209.0  1396.4  1577.9  3306.7  5631.9  8087.9 130233.3   160000  1745251146553  1745251151760
read      478.9   577.9    80.4   155.4   171.6   242.5   304.9   402.1   611.1  1000.5  1321.9  1530.6  2798.9  4601.3  8114.7 135977.4   165000  1745251153263  1745251158465
read      498.8   615.4    74.4   162.9   183.7   256.8   295.8   341.8   545.2  1153.9  1380.0  1579.5  3140.3  5322.9  8080.0 130836.3   170000  1745251159969  1745251165172
read      491.7   640.8    80.4   163.7   182.7   250.0   285.6   319.0   404.0  1116.5  1369.5  1572.4  3300.0  5776.0  8098.0 132851.7   175000  1745251166676  1745251171878
read      499.3   623.6    74.4   166.6   187.2   257.0   295.0   343.1   530.6  1087.2  1365.9  1575.2  3242.2  5365.6  8072.4 130723.9   180000  1745251173381  1745251178585
read      465.9   566.9    74.4   162.2   178.0   243.8   281.9   326.8   545.4   960.2  1309.5  1497.4  2803.3  4674.7  8052.4 139924.9   185000  1745251180089  1745251185293
read      503.6   626.6    74.4   165.1   187.0   258.0   295.7   341.3   530.9  1168.6  1382.8  1582.4  3220.8  5310.9  8114.2 129687.1   190000  1745251186797  1745251191998
read      498.0   623.5    80.4   169.5   189.5   253.4   287.8   323.7   493.1  1186.2  1384.0  1566.9  3268.8  5316.0  8066.6 131207.5   195000  1745251193501  1745251198704
read      476.5   500.8    74.4   162.5   180.5   261.4   341.1   518.2   704.2   928.1  1234.9  1449.1  2302.7  3911.8  8193.3 136340.4   200000  1745251200207  1745251205409
read      484.4   606.6    74.4   164.7   183.1   249.8   291.5   351.2   548.3   977.9  1323.7  1541.9  3089.0  5296.8  8547.0 134705.0   205000  1745251206913  1745251212118
read      517.2   665.4    74.4   163.5   188.4   264.0   302.7   345.4   504.2  1196.2  1401.0  1599.6  3353.2  6216.1  8514.7 126464.7   210000  1745251213623  1745251218828
read      512.6   620.7    80.4   164.0   185.2   264.8   309.9   365.6   626.0  1223.0  1399.4  1586.6  3107.0  5003.3  8485.4 127491.9   215000  1745251220331  1745251225535
read      497.8   620.3    80.4   160.8   181.4   255.4   294.4   339.1   520.6  1175.5  1378.6  1568.3  3203.3  5332.0  8130.2 131192.3   220000  1745251227039  1745251232245
