#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      520.2   206.0    93.8   316.9   345.2   442.1   530.8   678.5   733.9   775.7   815.0   861.5   943.2  1142.1  6103.3 124389.1   175000  1745247901324  1745247906528
read      483.9   193.0    86.8   278.2   305.4   414.3   552.3   634.3   672.4   708.2   742.8   792.0   885.2  1104.9  4903.0 133570.0   180000  1745247908032  1745247913236
read      514.1   195.6    86.8   305.9   334.6   439.9   540.1   667.8   720.4   763.1   802.4   854.4   938.4  1175.7  3986.2 125925.2   185000  1745247914740  1745247919941
read      499.0   193.7    93.8   298.4   325.6   427.5   526.6   649.0   699.5   738.8   778.9   827.4   915.4  1090.4  5771.9 129603.1   190000  1745247921445  1745247926648
read      488.1   191.8    93.8   283.8   311.7   419.0   545.7   639.2   679.9   716.9   753.4   799.9   878.1  1067.1  4600.6 132442.4   195000  1745247928152  1745247933354
read      498.4   187.8   101.3   298.8   324.4   421.9   549.7   665.3   706.1   738.7   774.0   812.3   893.3  1056.5  3260.9 129777.4   200000  1745247934858  1745247940062
read      483.7   183.4    93.8   283.6   310.0   409.6   557.2   644.0   678.8   711.3   742.1   787.0   864.4  1035.7  4265.5 133664.6   205000  1745247941565  1745247946769
read      513.5   195.1    93.8   306.7   335.4   438.5   539.4   669.1   720.5   762.4   800.2   850.1   933.2  1138.8  4690.6 125994.5   210000  1745247948273  1745247953479
read      506.8   193.1    93.8   300.1   328.9   433.7   543.9   660.8   709.9   750.2   787.9   836.8   923.2  1103.2  4025.9 127638.5   215000  1745247954983  1745247960186
read      501.2   187.7    80.4   298.5   326.3   429.6   534.8   652.8   702.8   742.2   781.3   829.5   917.0  1083.9  4339.8 129059.5   220000  1745247961690  1745247966891
