Found clients: client-agent-a-bmx7 client-agent-b-046c client-measure-24f7
Connect to  via ssh
Connect to client-measure-24f7
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      227.5   106.9    86.8   136.0   147.4   210.5   243.6   263.7   277.7   294.9   317.2   353.3   470.0  1472.9  3301.8  29923.6    30000  1745416564310  1745416574469
read      237.7   184.9    86.8   135.1   146.6   211.0   244.3   264.6   279.3   296.9   320.5   363.7   734.6  2678.4  5493.4  30009.2    30005  1745416575981  1745416586113
read      229.9   220.1    86.8   133.6   143.7   202.3   232.8   251.5   265.5   281.7   303.4   340.1   614.8  3619.7  6373.0  29999.1    30010  1745416587624  1745416597725
read      226.6   171.9    86.8   134.0   144.4   204.4   234.9   253.2   267.1   283.6   305.3   340.5   525.0  2821.4  5535.1  30082.6    30015  1745416599237  1745416609338
read      222.8   152.9    93.8   132.8   143.0   202.0   233.7   252.5   266.6   283.1   305.0   340.1   487.4  2371.8  5078.5  29992.9    30020  1745416610850  1745416620956
read      230.8   178.3    86.8   134.4   145.1   207.6   240.4   260.2   274.4   292.5   315.3   351.6   496.2  3060.5  5493.3  30010.7    30025  1745416622469  1745416632576
read      220.2   121.1    86.8   133.6   144.1   203.8   234.3   252.5   266.4   282.5   303.2   336.6   430.1  1936.1  3912.9  30104.2    30030  1745416634089  1745416644191
read      223.3   138.0    86.8   133.0   143.5   204.5   235.8   255.2   269.6   286.5   308.2   341.9   454.7  2112.4  4640.8  30081.8    30035  1745416645704  1745416655805
read      220.6   151.8    86.8   133.3   143.6   202.0   232.0   249.9   263.5   279.1   299.4   333.7   444.1  2383.9  6166.7  29993.5    30040  1745416657316  1745416667418
read      212.8   147.4    93.8   129.9   139.7   194.3   222.6   238.9   251.6   267.0   286.7   317.4   424.2  2464.8  5052.7  30008.8    30045  1745416668930  1745416679036
read      220.1   154.1    86.8   132.2   142.4   200.8   231.4   249.7   263.4   279.1   299.5   334.1   459.1  2494.3  6000.6  30053.6    30050  1745416680550  1745416690658
read      210.6   112.9    86.8   130.2   139.9   194.9   223.2   239.4   252.0   267.4   287.2   318.2   421.6  1820.4  3447.5  30021.9    30055  1745416692168  1745416702271
read      218.1   159.4    86.8   129.8   140.2   199.1   229.0   246.6   259.8   274.9   295.8   330.5   441.0  2632.5  6051.6  30103.1    30060  1745416703783  1745416713886
read      239.1   194.2    86.8   135.3   147.3   213.2   248.0   269.0   284.8   303.5   328.4   369.7   583.9  3197.4  6347.7  30086.1    30065  1745416715399  1745416725503
read      216.7    81.5    86.8   132.4   144.2   205.3   235.4   253.5   266.9   282.1   301.1   331.4   397.2   727.8  2873.5  30075.6    30070  1745416727017  1745416737116
read      215.4    98.0    86.8   132.4   143.8   203.2   233.2   251.0   264.0   278.5   297.0   327.0   395.2   747.8  3344.7  30082.2    30075  1745416738629  1745416748731
read      217.4    85.1    80.4   130.4   142.4   205.4   236.7   255.2   268.8   284.6   304.7   335.9   403.3   745.1  3022.5  30136.7    30080  1745416750248  1745416760347
read      217.6    96.3    86.8   132.9   144.1   204.4   235.2   253.9   267.7   283.6   304.0   335.4   403.2   851.6  4532.4  30080.1    30085  1745416761859  1745416771965
