#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      507.8   603.9    74.4   147.6   170.5   263.7   308.5   354.9   610.9  1285.1  1414.1  1574.0  3132.9  4763.7  7954.7 128355.2   160000  1745486407681  1745486412881
read      485.6   615.0    74.4   144.3   165.8   250.4   288.2   321.0   407.8  1197.1  1377.8  1553.1  3262.2  4704.7  7993.6 134237.8   165000  1745486414385  1745486419588
read      484.1   608.5    74.4   146.8   168.3   248.9   289.2   330.7   475.1  1181.7  1368.6  1542.5  3182.9  5221.6  8110.7 134628.4   170000  1745486421092  1745486426292
read      471.0   574.7    74.4   147.4   167.1   240.3   281.7   330.7   508.5  1131.3  1354.4  1525.8  2867.3  4335.0  8024.1 138118.0   175000  1745486427795  1745486432995
read      482.4   602.9    74.4   149.4   169.4   248.0   290.6   334.9   497.5  1135.5  1361.7  1549.3  3163.4  4658.9  8039.2 135231.8   180000  1745486434499  1745486439699
read      510.3   685.6    74.4   146.0   169.4   262.0   298.6   332.5   392.5  1162.0  1401.4  1624.7  3391.4  5521.7  8088.0 128165.9   185000  1745486441202  1745486446404
read      467.3   592.3    68.9   146.9   166.1   237.7   280.0   326.2   470.1  1042.5  1340.0  1516.6  3111.2  4965.8  8046.9 139515.4   190000  1745486447908  1745486453111
read      514.1   686.6    74.4   147.1   169.9   265.0   304.6   339.7   405.0  1151.7  1409.1  1648.2  3389.7  5491.6  8085.1 127133.5   195000  1745486454614  1745486459813
read      463.1   586.7    74.4   146.8   166.6   236.8   274.2   314.5   432.9  1044.5  1340.0  1519.9  3007.9  5109.3  8030.3 140785.9   200000  1745486461317  1745486466517
read      494.8   656.8    68.9   145.3   168.9   253.9   289.2   319.0   373.9  1191.0  1383.8  1580.6  3355.9  5391.0  8090.1 132137.8   205000  1745486468021  1745486473223
read      487.7   599.3    74.4   147.3   171.4   250.5   290.9   335.6   506.4  1220.0  1373.5  1545.2  3168.5  5026.1  8029.8 133842.2   210000  1745486474727  1745486479931
read      499.2   621.8    68.9   146.6   169.5   258.1   299.6   342.5   506.1  1220.9  1394.5  1567.6  3223.7  5367.7  8064.3 130693.4   215000  1745486481434  1745486486635
read      521.6   675.7    74.4   147.5   170.6   269.3   311.1   347.5   435.2  1244.6  1427.5  1630.7  3369.5  5489.4  8063.2 125518.1   220000  1745486488139  1745486493342
