#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      164.7    86.5    80.4   119.0   126.5   155.7   167.7   174.3   180.6   186.9   197.8   217.6   311.1  1289.8  3561.4   4987.8     5000  1745496483120  1745496488378
read      171.7    57.8    68.9   118.1   129.3   166.4   179.8   187.0   193.9   201.1   212.9   232.5   304.9   852.6  1963.5   9944.2    10000  1745496489882  1745496495121
read      181.0    85.3    74.4   114.0   127.1   177.6   193.2   201.4   208.3   215.6   226.5   244.1   301.5   892.5  4154.1  14986.7    15000  1745496496625  1745496501824
read      188.0    65.5    68.9   112.9   125.6   187.1   204.5   213.7   219.8   228.4   238.0   255.9   326.8   869.2  2102.9  19946.8    20000  1745496503328  1745496508529
read      188.8    56.6    68.9   110.9   122.2   190.0   208.6   217.8   225.1   232.8   244.5   263.7   320.3   589.1  1681.0  25047.0    25000  1745496510033  1745496515231
read      194.6    83.3    63.8   107.8   118.9   195.9   217.2   228.0   234.8   244.6   255.3   274.7   342.6   822.2  2691.8  30177.0    30000  1745496516735  1745496521935
read      199.9    88.2    68.9   107.3   118.1   199.2   222.4   233.1   241.4   251.1   264.8   289.2   428.0  1113.8  2539.5  34979.2    35000  1745496523440  1745496528639
read      198.5    70.0    68.9   106.5   117.0   201.9   227.0   238.5   247.2   256.5   269.6   290.4   355.0   618.7  2406.8  40041.6    40000  1745496530143  1745496535344
read      201.9   103.2    68.9   104.4   114.7   201.0   227.8   240.1   248.9   259.2   272.6   297.3   444.5  1301.6  2842.2  44792.6    45000  1745496536848  1745496542048
read      204.7   201.2    68.9   104.5   114.7   203.1   233.5   247.2   256.1   267.3   280.8   303.8   393.5  1170.4  5547.2  49789.2    50000  1745496543552  1745496548751
read      201.7    79.2    68.9   103.2   113.3   200.6   235.1   250.2   260.4   271.4   286.4   309.8   387.0   809.7  1700.6  55061.2    55000  1745496550255  1745496555452
read      198.0    87.5    63.8   101.7   111.5   194.1   231.5   247.2   257.4   269.1   283.9   307.3   372.5   683.3  2565.4  60022.4    60000  1745496556956  1745496562158
read      203.5   107.2    63.8    99.3   109.5   197.0   237.3   253.9   264.9   276.2   292.5   318.1   431.7  1314.5  2947.1  64885.6    65000  1745496563661  1745496568859
read      201.0    95.0    63.8   100.7   110.7   194.0   237.9   255.7   267.1   279.5   294.6   318.3   387.3   560.9  2618.7  69936.6    70000  1745496570364  1745496575563
read      200.5    83.3    63.8   100.0   110.0   192.0   237.0   255.6   267.2   279.9   295.0   319.1   393.6   664.1  2119.4  74820.3    75000  1745496577066  1745496582263
read      211.6   129.7    68.9   103.3   113.3   194.4   242.9   264.6   278.3   293.6   313.5   345.8   498.5  1397.4  5468.4  80074.6    80000  1745496583767  1745496588967
read      200.7    81.5    63.8    98.9   108.5   187.0   237.9   259.9   273.0   287.9   305.7   334.1   409.0   600.7   938.3  84920.0    85000  1745496590470  1745496595668
read      209.1   123.8    63.8   101.8   111.6   188.5   239.2   263.0   277.3   293.3   313.4   345.8   503.8  1579.2  3516.0  90189.9    90000  1745496597171  1745496602369
read      207.5   182.5    63.8   101.0   110.8   186.5   236.4   260.8   275.4   291.3   310.8   341.4   453.1  1873.2  5489.7  95080.9    95000  1745496603873  1745496609074
read      204.5   183.5    68.9   101.0   110.7   183.5   232.3   257.9   273.5   290.5   311.4   344.8   465.7  1179.8  3020.7 100034.9   100000  1745496610578  1745496615779
read      198.6    94.0    63.8   100.5   109.7   176.5   225.2   252.5   269.8   288.3   310.4   343.9   451.6   861.4  2364.3 105167.6   105000  1745496617282  1745496622483
read      209.1   126.7    68.9   102.5   112.3   184.0   232.8   260.2   277.7   296.2   318.8   359.1   528.5  1626.8  3364.3 109779.6   110000  1745496623987  1745496629186
read      197.8    91.4    63.8   100.7   110.3   178.1   224.0   250.8   268.4   287.0   308.5   340.5   421.8   678.0  2680.4 114838.8   115000  1745496630690  1745496635889
read      205.0   130.9    63.8   102.4   112.2   181.7   227.9   255.4   273.3   292.7   315.5   352.1   463.3  1388.9  4526.2 120075.6   120000  1745496637392  1745496642594
read      203.9   127.8    68.9   103.2   112.8   180.8   226.2   254.0   272.8   292.8   316.2   352.4   456.1  1111.7  5427.4 124910.0   125000  1745496644097  1745496649297
read      211.2   171.3    68.9   104.5   114.7   184.5   230.2   258.6   278.0   299.2   325.0   368.6   541.9  1495.5  4531.3 129814.6   130000  1745496650800  1745496656000
read      204.6    99.8    63.8   104.8   115.1   183.0   225.6   252.1   271.0   291.9   316.9   357.0   469.4   958.9  1994.7 134940.6   135000  1745496657503  1745496662703
read      208.1   126.9    68.9   107.9   118.2   184.6   225.7   251.5   270.6   292.1   318.0   360.3   485.8  1333.7  5281.3 140125.6   140000  1745496664207  1745496669406
read      208.7    95.2    68.9   107.7   118.6   188.6   229.5   254.6   273.1   294.3   320.2   364.1   474.1   880.7  1947.2 144632.6   145000  1745496670909  1745496676111
read      214.3   127.2    68.9   108.1   118.9   188.9   230.9   257.6   277.5   301.1   331.7   382.4   536.8  1431.9  4575.2 149824.6   150000  1745496677615  1745496682817
read      219.2   141.4    68.9   111.5   122.9   192.4   231.8   257.1   276.0   299.0   329.6   384.1   626.3  1708.5  4628.6 155125.2   155000  1745496684320  1745496689519
read      210.9   114.5    68.9   111.5   123.2   191.6   228.9   252.0   269.5   290.3   316.3   358.4   467.7  1135.6  3921.8 159879.9   160000  1745496691022  1745496696221
read      210.7   100.5    68.9   113.2   125.0   190.9   227.1   249.8   267.4   288.6   316.1   362.0   488.0  1013.1  2419.5 164931.0   165000  1745496697724  1745496702926
