Timestamp start: 1747316445463
Timestamp end: 1747318245786

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      336.4   151.8    68.9   211.9   221.8   302.2   359.5   391.9   416.7   447.6   486.3   556.9   737.2  2045.4  3517.1  58468.8    58592
read      389.2   234.7    74.4   240.5   255.8   339.7   391.9   428.6   461.5   506.9   555.8   630.4  1013.5  3135.6  6882.3 152868.8   153042
read      311.6   132.1    68.9   219.8   227.0   285.7   323.5   349.6   370.3   394.8   426.1   470.0   594.3  1507.4  3854.3 112408.2   112238
read      332.4   129.4    68.9   234.2   245.3   308.7   342.3   365.0   382.9   405.1   439.9   503.0   657.5  1667.6  3656.2 160183.9   160265
read      341.4   183.6    68.9   213.8   223.6   305.6   357.9   386.7   407.2   438.2   484.1   571.4   839.8  2488.9  4789.8  57143.6    57109
read      354.4   238.2    68.9   218.8   226.3   301.4   358.4   395.1   423.9   457.7   500.9   581.8  1226.3  3039.7  7407.1  88482.0    88551
read      280.7   152.2    63.8   104.6   138.0   280.1   299.8   311.7   319.1   330.1   342.7   369.0   628.4  2178.6  4865.0   8368.6     8385
read      329.3   203.8    68.9   208.0   219.6   311.6   356.0   379.1   395.7   417.2   448.5   506.9   653.9  1609.5 10992.7  34095.9    34088
read      352.4   193.6    74.4   221.6   230.5   301.7   356.5   395.5   427.1   469.0   532.6   603.1   891.2  2615.9  3771.5 113633.1   113600
read      316.2   131.5    68.9   222.8   232.0   289.7   323.8   347.0   367.2   391.8   425.9   482.5   636.6  1902.6  3827.0 131860.2   131842
read      315.1   136.4    68.9   220.1   227.6   287.5   326.7   353.3   373.7   398.5   430.6   478.8   626.4  1723.2  4052.2 112086.9   112066
read      323.5   169.0    63.8   213.0   222.1   287.2   337.6   367.4   388.8   414.1   448.4   499.5   857.1  2419.2  4105.0  72563.8    72585
read      326.7   154.0    74.4   224.0   234.4   295.4   333.4   358.8   378.4   403.6   439.7   499.7   757.0  2337.8  4532.5 133564.5   133669
read      287.1   111.0    68.9   112.3   217.4   288.1   309.8   320.3   329.8   339.7   352.9   376.3   513.1  1425.6  3159.4  11789.1    11820
read      292.8   131.0    68.9   113.1   216.8   291.3   315.2   328.1   337.3   346.4   363.6   390.5   557.2  1910.2  3453.1  12549.1    12639
read      380.4   180.8    68.9   225.5   237.6   333.0   407.7   456.7   491.4   529.1   573.1   644.5   882.3  2289.0  4797.6 118515.5   118548
read      341.1   141.7    68.9   238.6   251.5   317.9   352.2   373.9   392.8   415.4   446.8   499.9   668.0  1841.7  4495.6 165867.0   165754
read      305.4   124.7    59.1   214.3   223.2   281.5   323.2   349.2   367.2   387.2   410.7   449.6   543.5  1747.4  4161.1  86909.2    86823
read      290.1    91.5    63.8   135.1   224.0   294.1   315.8   327.6   336.2   344.7   360.0   381.8   438.6   674.1  3288.7  16835.5    16898
read      334.5   132.1    68.9   221.9   231.5   304.1   355.4   389.1   414.2   444.0   480.2   537.3   660.7   893.8  3006.8 123236.0   123124
read      297.6    81.9    63.8   210.4   220.7   282.8   326.3   348.2   362.5   377.4   395.8   424.6   489.3   713.1  2349.1  72267.8    72278
read      309.2    91.9    63.8   209.1   220.5   300.4   345.1   366.2   380.2   395.8   416.3   448.1   508.0   672.5  1429.2  47781.5    47757
read      309.3   108.9    63.8   209.1   219.6   290.4   343.0   369.5   386.9   404.6   429.5   462.1   524.3   659.0  2438.4  60455.2    60510
read      300.0    73.7    68.9   206.9   223.3   303.3   330.5   343.3   353.2   364.7   377.7   400.6   462.3   646.0  1384.7  25223.8    25237
read      306.4    92.6    63.8   215.9   224.3   283.6   325.0   352.6   372.6   395.8   425.2   466.4   542.6   686.1  2247.5  97643.1    97783
read      302.1    89.1    63.8   219.6   227.1   282.8   316.1   338.7   356.6   378.2   406.0   449.3   529.1   750.0  3037.8 118881.4   118966
read      288.6   143.1    63.8   132.3   223.5   291.8   313.0   323.6   332.4   341.2   353.8   373.3   431.8   700.5  6310.4  16574.2    16631
read      276.4    86.7    63.8   114.0   219.2   282.0   300.7   311.3   317.9   327.2   339.3   359.3   410.9   948.2  3066.5  11824.6    11743
read      303.9    97.3    68.9   218.7   225.7   282.5   318.5   343.0   362.5   385.7   415.0   458.2   542.9   771.6  3304.2 114831.5   115026
read      299.9    84.0    63.8   219.5   226.8   280.5   313.3   335.2   352.5   374.1   402.9   446.7   523.4   740.5  2506.6 122476.2   122371
read      259.5    97.3    68.9   104.6   120.9   268.4   285.1   294.0   301.0   310.2   319.5   339.7   394.4  1004.1  3838.7   7215.1     7198
read      302.6    75.2    63.8   207.3   224.2   305.5   333.2   346.2   357.2   368.3   383.8   405.2   469.5   666.3  1601.0  25073.9    25022
read      350.9   131.1    74.4   236.5   248.0   319.9   364.2   395.4   423.2   460.0   502.9   562.6   693.2   941.8  3353.0 157484.8   157513
read      332.4   101.5    74.4   238.8   251.3   315.4   347.5   368.9   385.7   405.1   434.9   484.5   587.8   786.0  3252.7 171804.4   171975
read      316.3   106.8    68.9   229.0   240.4   297.8   329.1   348.3   365.2   385.7   414.4   462.6   570.3   873.0  3263.5 154958.6   154918
read      303.8    88.4    74.4   223.1   232.7   286.7   316.4   336.4   351.6   371.4   399.0   443.7   531.1   733.6  2553.5 139204.4   139185
read      307.8    87.4    68.9   226.6   237.9   291.8   320.2   339.7   354.6   372.9   399.7   444.0   535.0   692.8  2521.9 152509.1   152724
read      294.8    79.8    63.8   203.8   225.1   298.7   321.4   334.2   342.3   352.9   367.0   389.6   443.0   616.1  2323.3  20744.9    20845
read      356.3   146.7    68.9   226.6   238.9   316.2   373.7   420.7   459.0   494.8   532.7   593.7   731.8   948.8  2875.1 140031.0   140348
read      296.0    86.0    68.9   211.1   220.8   276.5   318.1   343.0   360.3   378.6   399.5   431.0   495.6   680.1  2707.0  88737.9    88725
read      301.1   107.5    68.9   220.8   228.8   282.5   313.2   333.7   349.3   370.8   399.4   444.1   526.2   786.7  3737.9 133648.4   134088
read      305.0    90.3    63.8   209.1   219.4   285.7   335.4   360.9   377.6   396.7   421.5   456.7   523.0   714.1  1966.7  66162.2    66126
read      313.0   104.5    63.8   210.6   220.5   286.0   339.6   372.0   394.4   419.8   448.7   484.8   553.0   767.6  3373.9  78192.4    78214
read      308.7    93.2    63.8   208.1   218.9   292.8   344.0   369.2   385.8   402.8   426.7   459.1   519.0   648.5  2005.9  55064.1    55191
read      309.1    92.2    68.9   208.3   219.1   293.8   344.3   369.1   385.6   402.6   426.2   458.5   519.4   687.5  1733.4  54245.2    54081
read      301.9    89.7    68.9   217.1   224.8   280.6   316.8   341.3   360.9   384.1   413.2   455.1   534.8   755.7  2348.2 112577.6   112478
read      341.9    98.4    68.9   242.7   257.4   325.4   359.2   379.8   396.8   418.4   447.9   497.6   608.4   852.3  2757.5 179741.6   179666
read      297.5    91.0    63.8   213.6   222.6   276.9   315.0   339.6   358.2   379.3   403.8   439.8   505.5   743.3  2983.2 100863.6   100584
read      301.1   108.4    68.9   220.3   227.9   281.6   313.2   334.3   350.8   372.3   401.4   446.4   525.6   770.2  4121.1 128157.4   127920
read      254.1    84.3    68.9   103.6   117.1   265.8   281.9   290.9   296.6   305.9   316.0   334.3   382.4   983.6  1465.5   6606.6     6594
read      300.2    83.3    63.8   206.5   223.1   302.8   329.9   343.1   353.2   365.0   378.8   402.3   464.4   643.0  3112.5  24999.1    25020
read      334.3   123.6    68.9   222.2   231.7   297.3   344.9   381.9   413.7   454.4   497.8   554.7   694.5   906.2  1970.7 129625.2   129587
read      272.7   141.6    63.8   111.9   209.7   278.3   295.6   305.9   312.8   319.6   332.8   349.7   401.1   957.1  8646.7  10275.6    10277
read      347.7   138.3    68.9   230.1   242.2   313.5   359.8   393.8   424.9   465.8   509.4   571.3   710.5   936.5  3448.3 148227.6   148458
read      308.1    93.8    63.8   209.4   219.7   287.3   339.0   366.2   384.7   404.4   430.8   465.2   533.5   685.6  1916.6  65960.4    66114
read      311.1    96.2    63.8   208.8   220.1   299.4   346.7   369.6   385.2   401.5   424.2   456.1   518.4   714.9  2484.4  49095.9    49261
read      349.6   131.3    63.8   224.3   235.6   309.5   365.3   408.9   447.5   486.3   526.4   587.8   729.8   980.6  2601.4 132999.4   133049
read      299.0    92.4    63.8   215.1   223.5   278.2   315.0   339.3   358.2   380.1   406.6   444.6   512.3   794.1  2925.1 106487.1   106628
read      299.9    87.6    63.8   206.3   224.7   302.4   327.6   340.6   349.8   362.1   374.4   400.5   465.0   671.2  3160.3  23625.5    23498
read      306.2    96.0    68.9   215.8   224.1   283.2   322.8   349.9   370.5   395.0   425.4   466.6   546.6   757.1  2821.7 103719.6   103564
read      319.3    84.4    68.9   232.1   243.3   302.7   333.8   353.4   369.2   389.9   418.0   464.1   564.3   759.3  2328.1 161794.6   161774
read      307.9   171.2    63.8   208.8   221.4   302.7   338.0   355.6   367.6   382.1   400.4   430.5   493.0   704.9 10828.2  38977.0    39037
read      385.8   127.0    74.4   248.7   264.7   354.3   410.9   453.9   483.5   513.3   547.8   611.0   740.5   942.2  2984.3 163552.4   163622
read      303.7    91.1    74.4   222.0   230.9   285.6   316.2   336.8   352.8   373.2   402.3   449.1   534.0   732.5  2706.1 132513.9   132405
read      303.7   102.9    74.4   221.5   230.2   284.9   315.9   336.8   353.1   373.9   403.5   450.0   535.0   782.7  3204.5 131683.5   131596
read      336.6    97.3    68.9   240.2   254.1   319.2   352.6   373.1   390.7   411.2   440.3   491.0   597.7   863.6  3261.9 174391.8   174543
read      297.4    87.8    63.8   211.7   221.3   277.1   318.0   343.4   361.3   380.8   403.2   435.6   501.0   762.2  2479.5  90333.0    90567
read      300.6    90.5    68.9   218.7   225.7   280.6   314.9   337.8   356.0   378.6   407.8   449.2   520.1   730.0  2745.2 116722.9   116582
read      287.6   169.3    63.8   125.0   223.4   289.0   308.8   318.5   326.8   337.2   348.2   371.3   437.0  1244.3  9464.5  13904.8    13888
read      314.2    95.3    68.9   220.1   228.2   290.5   329.5   356.1   376.6   402.9   436.3   485.7   592.5   828.0  2445.5 119161.9   119224
read      314.9    94.3    68.9   229.3   240.7   297.6   328.5   347.3   364.1   383.9   411.2   457.5   549.7   741.1  3170.6 156643.4   156471
read      322.5    84.8    68.9   233.2   244.5   306.1   337.9   358.4   373.4   394.9   423.4   468.4   568.2   737.0  2199.4 163789.5   164013
read      308.8    88.6    63.8   209.3   221.5   303.3   342.6   361.9   374.2   390.7   409.2   437.2   502.0   684.3  1874.8  42047.0    41909
read      345.5   129.7    68.9   222.5   232.6   304.7   360.4   403.0   439.8   480.5   523.1   586.4   731.4   990.7  2309.3 128325.1   128280
read      299.4   109.7    63.8   214.7   223.3   278.1   314.9   339.4   358.5   381.0   408.7   446.8   514.2   748.3  3177.6 106955.8   107066
read      307.3    87.3    63.8   208.6   220.3   299.6   341.3   361.4   374.2   391.4   411.2   441.1   501.8   677.9  2613.9  46035.9    46119
read      280.3   342.0    63.8   112.3   207.7   278.1   295.4   305.8   312.8   319.8   333.2   350.8   412.5  2260.9 17932.4  10288.1    10227
read      274.2   100.1    63.8   115.7   214.2   280.4   297.7   308.2   314.8   321.5   335.5   353.6   404.6  1001.9  3025.1  10911.9    10870
read      364.2   131.9    63.8   231.9   244.6   326.2   384.0   429.4   465.4   501.0   539.7   601.8   740.2   949.1  2857.0 146478.8   146664
read      292.3   128.4    68.9   202.9   224.5   294.6   316.1   328.0   336.6   345.2   360.2   380.4   436.6   724.9  7106.1  19816.4    19865
read      315.7   101.1    63.8   219.3   227.1   291.2   332.8   360.8   382.2   407.9   440.7   490.3   589.3   818.5  3098.5 113459.6   113409
read      299.8    95.4    68.9   210.5   220.9   284.8   328.4   350.9   365.3   381.2   400.0   429.4   493.1   665.6  2902.4  70509.6    70623
read      311.2   111.4    63.8   209.8   220.7   296.9   345.8   369.4   385.8   403.1   425.4   456.3   520.5   691.8  2660.9  52683.2    52633
read      306.1   107.8    59.1   216.6   224.7   284.0   322.0   347.7   367.8   391.2   419.9   460.7   556.6   909.7  2601.7 104591.0   104630
read      312.3    92.3    59.1   209.9   221.8   304.8   346.7   367.0   381.2   397.9   419.0   448.8   508.2   722.0  2553.6  42695.2    42594
read      302.8    96.0    63.8   213.9   223.0   281.5   321.6   347.7   367.0   388.8   415.1   453.0   529.9   778.7  2528.9  95171.4    95196
read      308.7    93.1    63.8   208.7   219.7   295.0   343.2   366.5   382.7   400.9   423.1   453.3   508.2   655.1  3002.9  52236.0    52243
read      309.6    95.4    68.9   208.7   221.5   305.8   344.3   362.7   374.3   390.4   408.0   435.0   498.5   666.7  2090.7  37116.2    37031
read      311.0    85.4    63.8   209.0   221.4   305.8   346.6   365.9   379.2   395.4   415.2   442.9   503.4   629.8  1598.2  39922.1    39878
read      308.2   108.4    63.8   218.6   225.8   285.2   323.0   348.9   369.6   394.7   425.7   468.4   566.1   775.9  3170.7 110777.5   110750
read      264.5    87.1    68.9   109.2   134.6   272.4   289.6   298.0   306.1   314.3   324.4   344.4   402.9  1000.9  3095.4   8214.2     8231
read      312.3   155.2    68.9   209.4   219.7   289.8   344.2   372.5   392.5   414.0   437.2   468.6   534.4   684.5  5660.4  63408.8    63638
read      301.5    93.4    68.9   211.7   221.3   279.5   321.9   349.0   367.9   389.5   415.5   452.5   528.1   725.3  2769.1  90011.9    90167
read      308.8    93.1    63.8   208.8   219.9   296.8   342.7   364.8   379.8   397.9   420.4   451.7   509.0   690.1  2445.9  50521.6    50555
read      289.0    83.1    63.8   137.4   223.6   292.3   313.7   324.9   334.2   343.5   358.4   380.0   442.0   752.1  2577.3  16040.1    15997
read      312.5    88.5    68.9   209.1   221.0   304.5   348.6   368.8   383.3   399.5   421.0   451.4   514.9   717.3  2053.2  43121.2    43089
read      281.0    84.0    63.8   120.6   221.0   286.2   306.0   315.9   322.8   333.7   344.5   366.4   425.8   913.2  2591.6  12186.0    12188
read      312.9   105.2    63.8   210.8   220.6   286.1   340.3   373.4   397.6   422.4   449.0   482.8   545.6   687.9  2061.5  76664.8    76615
read      356.9   146.6    74.4   228.1   240.6   317.8   372.9   417.7   455.3   492.6   530.6   588.5   731.3   992.5  3973.7 143180.2   143480
read      308.5    90.5    63.8   209.6   219.9   289.0   340.1   366.0   384.1   404.2   429.2   462.9   529.4   681.8  2065.4  63765.9    63793
read      314.3   103.5    68.9   210.7   220.6   288.7   344.0   375.9   399.2   422.9   448.9   482.8   546.8   717.3  2009.5  72036.2    71996
read      312.3    95.1    63.8   208.7   220.8   304.3   347.8   368.2   383.2   400.6   422.3   452.4   508.6   667.4  2353.9  41710.1    41778
read      306.2    85.3    63.8   207.4   228.0   306.7   333.5   346.8   358.1   369.6   387.5   416.4   478.1   718.9  2740.5  21807.8    21860
read      313.6   157.0    63.8   208.8   220.5   302.3   348.6   369.9   385.6   402.5   423.9   453.6   513.7   708.2 10548.7  45494.1    45582
read      303.6   113.0    68.9   210.7   220.6   280.9   326.3   353.7   371.9   394.0   420.6   457.8   532.5   732.8  3023.1  82007.9    81972
read      311.3    84.4    63.8   208.9   220.9   304.2   346.9   366.8   381.0   398.2   419.5   448.8   507.2   649.2  1872.6  42857.9    42852
read      311.8    90.9    63.8   208.8   219.7   297.7   347.9   371.4   388.6   406.9   428.9   460.4   526.0   704.6  1903.1  51897.6    51852
read      304.6   145.8    63.8   216.1   224.4   282.5   319.1   344.3   364.4   388.3   417.6   457.7   541.4   823.3  4085.5 109359.0   109368
read      311.0   114.8    63.8   209.2   219.8   294.2   344.9   369.3   387.1   406.6   428.9   460.2   527.6   698.9  3802.4  55756.2    55794
read      309.0   108.5    68.9   208.7   221.5   305.6   342.7   360.6   371.9   387.7   405.1   433.2   494.4   655.1  2626.2  35514.6    35534
read      301.3   119.0    63.8   212.3   221.8   279.7   320.7   347.2   366.0   387.2   412.8   449.5   521.2   701.8  3743.5  90593.6    90576
read      302.6    84.1    63.8   213.8   223.0   281.5   320.5   346.5   366.1   388.8   416.5   455.6   536.6   760.4  1815.8  95036.5    95085
read      299.3   107.1    63.8   213.3   222.4   278.5   316.7   341.7   360.6   382.3   408.3   443.2   507.9   731.6  3643.2  99987.5   100029
read      298.2    83.6    63.8   209.8   220.0   282.2   325.9   349.0   363.8   380.1   400.2   429.6   491.8   667.4  1977.4  72689.4    72551
read      297.7    86.6    63.8   210.9   220.7   278.3   320.1   345.4   362.7   381.5   403.5   434.3   499.4   725.2  2103.6  84746.1    84629
read      299.9    90.2    63.8   210.6   220.7   283.0   326.9   350.7   365.9   383.2   403.0   433.4   499.3   677.7  2329.3  74150.8    74136
read      303.2    92.1    68.9   221.0   229.2   284.4   315.5   336.7   353.3   374.3   404.4   450.0   533.4   807.3  2805.1 130588.5   130756
