Timestamp start: 1747316445463
Timestamp end: 1747318245786

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      301.1   109.9    68.9   210.1   220.5   285.1   328.9   351.6   366.1   382.8   402.6   433.0   500.5   740.8  3719.7  69976.8    69916
read      299.7    88.1    68.9   210.4   220.6   284.0   327.6   350.6   365.2   381.5   400.9   431.1   498.9   683.0  2110.0  72139.8    72019
read      300.9   116.0    63.8   210.9   220.9   282.4   325.8   350.1   365.9   383.7   404.1   434.9   506.2   778.9  4287.5  77995.5    78070
read      301.8    88.4    68.9   214.1   223.1   281.5   319.5   344.6   364.0   386.4   413.4   449.9   525.3   784.8  2146.7  99661.2    99548
read      311.1    89.0    59.1   210.3   223.2   307.6   342.5   360.3   371.8   388.2   407.2   436.6   509.4   715.8  2196.6  36371.5    36393
read      382.2   135.3    68.9   247.7   264.2   352.3   403.8   443.2   473.1   504.3   541.0   601.0   734.2   971.8  3203.4 172451.2   172591
read      265.2    94.4    68.9   108.3   135.5   272.5   290.2   299.3   307.6   316.0   328.1   346.5   411.2  1024.4  3801.1   8363.2     8325
read      315.2   135.0    68.9   211.2   221.1   288.7   343.6   375.9   399.8   423.6   449.6   483.7   548.0   722.7  2775.4  73604.2    73684
read      312.7    95.2    68.9   209.2   220.2   300.2   348.8   371.4   388.4   406.6   428.1   459.3   524.5   670.7  2999.2  48413.2    48420
read      264.9   232.5    63.8   105.3   121.6   269.4   286.6   295.1   302.3   311.2   320.1   341.7   409.0  1871.2 11301.7   6815.8     6828
read      327.7   144.4    63.8   221.3   230.6   300.4   345.6   376.2   400.3   428.2   462.7   514.2   628.3   853.3  3418.5 118438.2   118747
read      260.3    95.6    63.8   105.8   122.9   269.8   286.8   295.1   302.3   311.3   320.3   341.7   402.8  1047.5  3564.5   7169.8     7123
read      363.9   115.6    63.8   247.1   262.8   340.7   381.6   408.0   430.9   460.2   498.8   555.4   683.4   932.0  3595.0 175390.2   175577
read      311.5    95.8    68.9   226.8   238.2   293.7   323.8   343.8   360.5   380.5   408.3   454.8   546.5   772.6  3333.3 147559.8   147498
read      327.4   150.3    68.9   211.5   224.6   313.1   350.9   370.0   385.3   402.8   427.8   469.2   717.2  2163.3  3879.7  35792.2    35814
read      314.9   118.7    63.8   210.4   220.9   293.9   348.6   376.3   396.4   417.4   440.0   471.3   541.5   710.4  3781.2  59630.4    59488
read      357.0   110.7    74.4   241.5   256.3   331.1   372.6   401.6   427.2   459.9   500.7   559.1   686.5   890.0  2728.4 167341.1   167483
read      300.4    99.2    63.8   212.6   222.1   279.7   320.1   345.9   364.5   385.4   410.0   442.4   506.5   784.6  3179.2  88974.1    88988
read      281.3   302.6    63.8   112.8   206.1   281.3   299.0   309.9   316.8   325.7   338.7   359.0   421.7  1491.2 16372.6   9901.6     9869
read      308.9    89.7    63.8   219.0   226.5   287.0   324.9   350.9   371.5   396.9   427.4   468.6   555.5   736.2  2034.0 111581.4   111786
read      298.5    88.4    68.9   212.6   222.0   278.0   317.7   343.3   362.0   382.9   407.3   439.4   502.6   712.6  2999.6  92638.8    92736
read      344.6    95.8    74.4   242.9   257.7   327.6   362.8   384.7   401.1   424.1   454.8   504.7   617.6   807.2  2964.9 178757.8   178657
read      300.3    87.3    68.9   216.9   224.6   280.2   315.6   339.3   358.2   381.0   409.3   447.0   512.6   743.8  2755.5 108829.2   108877
read      294.8    84.3    68.9   183.5   225.9   297.4   319.6   332.6   341.1   351.5   366.3   391.4   450.0   637.4  2868.8  19046.4    19091
read      314.9    96.3    63.8   211.3   221.6   292.1   346.7   376.9   398.5   420.3   444.0   474.8   541.5   689.0  1982.0  65790.0    65772
read      315.8   109.1    63.8   212.2   221.9   288.8   342.7   376.4   401.3   425.6   452.5   487.9   551.7   735.9  2720.2  79059.9    79060
read      302.1   137.7    63.8   215.1   223.7   281.4   319.2   344.6   364.0   386.1   412.4   448.2   516.4   732.5  3108.8  99663.0    99953
read      301.2    79.9    63.8   208.5   225.6   302.1   328.3   341.7   351.7   364.1   378.5   405.9   467.0   620.4  2084.5  24422.8    24354
read      370.5   139.6    68.9   232.2   245.1   331.8   395.5   443.8   477.9   510.1   547.4   613.3   752.0  1042.8  3053.1 144304.2   144236
read      329.7   114.5    68.9   236.7   248.0   311.9   344.3   366.0   382.4   402.5   431.9   479.8   586.6   910.2  3459.8 167798.9   168093
read      296.9    71.3    63.8   206.2   225.5   299.1   322.3   335.7   344.0   355.9   369.7   396.5   459.2   633.3  1847.8  22045.6    22028
read      313.1    95.1    63.8   211.5   221.2   286.9   341.1   374.1   398.3   422.4   448.5   482.3   543.2   661.1  1823.1  77556.8    77499
