Timestamp start: 1747232587461
Timestamp end: 1747234387749

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      202.0    96.0    50.7    97.4   106.4   182.7   238.0   265.1   281.8   299.5   320.0   350.8   416.7   566.1  2560.4  95019.2    95085
read      201.4   103.7    54.7    97.7   106.7   181.0   234.9   263.1   280.5   299.1   320.4   353.1   421.1   569.2  2324.4 100242.6   100029
read      205.2    91.7    54.7    98.1   107.7   196.2   246.9   268.0   281.3   295.5   313.6   339.8   396.7   547.3  1841.4  72550.4    72551
read      203.5    86.5    54.7    97.8   107.0   188.4   242.7   267.3   282.6   299.0   318.6   347.1   411.4   554.3  1418.3  84797.0    84629
read      205.1    99.6    50.7    98.0   107.4   194.6   246.1   267.6   281.3   295.9   314.6   341.7   398.9   562.6  3127.0  74060.0    74136
read      200.0    91.2    54.7   100.7   110.1   177.6   225.3   254.6   274.6   296.5   321.0   358.2   430.7   572.0  1931.6 130974.6   130756
read      212.8    96.9    54.7    98.1   107.9   203.6   254.2   276.6   291.8   309.2   330.3   362.3   426.3   537.5  2175.7  69775.2    69916
read      219.8    95.5    50.7    98.8   109.3   208.5   261.5   287.4   305.0   324.1   346.5   380.8   446.5   557.6  1168.7  71799.2    72019
read      220.2   111.1    50.7    98.0   108.3   206.4   259.2   286.2   304.7   325.0   348.9   384.3   458.7   780.0  3525.6  78266.6    78070
read      207.9    93.3    54.7    98.4   108.0   189.0   243.0   270.6   288.6   308.3   332.3   368.5   445.1   591.5  1783.6  99724.4    99548
read      210.2    75.7    59.1   102.3   113.1   215.1   245.6   260.5   270.5   282.7   296.9   320.3   371.2   458.7  1590.0  36243.8    36393
read      326.2   224.8    54.7   119.2   134.8   262.3   353.0   408.9   455.8   515.7   601.2   748.9  1103.5  1692.9  2970.5 172415.2   172591
read      188.5   107.9    63.8   108.5   124.0   188.0   204.7   213.8   220.0   228.4   237.6   254.3   297.9   986.8  4057.3   8285.0     8325
read      219.1    96.8    54.7    98.0   108.2   207.4   259.9   286.1   304.0   323.5   346.5   380.7   447.0   570.3  1528.2  73691.2    73684
read      216.9   102.0    54.7    99.3   109.7   215.1   258.2   278.0   291.5   307.0   325.3   353.2   411.0   566.6  2499.2  48410.4    48420
read      188.3    61.5    59.1   107.5   122.9   187.9   206.0   215.3   222.4   231.0   242.7   262.2   313.7   608.9  2025.5   6897.4     6828
read      210.4   107.1    54.7   100.8   110.7   187.4   239.7   269.1   288.7   310.4   337.4   378.6   480.7   779.3  2529.7 118347.8   118747
read      181.7    62.5    54.7   103.8   118.0   181.3   198.1   207.7   214.7   223.0   233.3   251.3   298.2   526.7  3028.0   7116.0     7123
read      297.0   197.5    54.7   118.8   134.5   243.0   317.0   362.5   398.0   447.1   521.6   653.1   989.1  1669.6  3919.6 175146.0   175577
read      211.8    98.0    54.7   105.9   116.7   188.6   234.0   263.4   284.6   308.7   337.6   381.0   483.9   749.6  2361.7 147273.4   147498
read      212.7    89.5    54.7   101.6   112.2   215.4   247.8   263.8   274.1   287.7   304.1   329.5   385.0   677.1  2379.2  35892.0    35814
read      217.2    92.5    54.7    98.5   108.6   210.5   259.4   282.8   298.3   315.9   337.0   367.0   428.2   519.6  1528.1  59482.8    59488
read      303.5   218.8    59.1   115.5   130.3   239.6   318.7   369.3   411.4   470.7   559.4   708.4  1060.0  1712.5  4112.0 167520.6   167483
read      201.7    88.8    54.7    97.5   106.7   185.9   240.0   265.0   280.5   296.7   316.5   344.7   403.0   517.9  1754.7  89026.6    88988
read      187.9    73.2    54.7   105.6   121.0   186.9   204.8   214.7   221.8   230.8   242.5   261.6   313.7   647.5  2890.1   9851.8     9869
read      217.7   101.9    50.7   101.5   112.0   197.5   250.2   279.1   299.1   321.5   350.3   393.8   483.3   658.1  2313.0 111703.4   111786
read      201.1    90.5    54.7    97.6   106.8   184.0   238.0   263.8   279.6   296.3   316.4   344.8   406.8   534.7  1421.5  92716.6    92736
read      239.1   107.6    54.7   117.2   131.7   214.7   263.3   294.3   317.2   343.8   377.9   432.5   563.4   806.6  1495.4 178589.0   178657
read      203.2   107.8    54.7    99.4   109.0   181.7   233.6   262.3   280.5   300.1   322.7   357.4   429.8   642.5  2751.8 108700.8   108877
read      203.0    62.6    59.1   106.0   119.9   205.4   228.1   239.8   248.7   258.7   271.8   293.2   342.6   428.6  2097.0  19046.8    19091
read      218.8   105.5    50.7    98.5   108.7   208.9   259.9   284.5   301.3   319.7   342.4   373.9   435.5   579.0  1993.1  65738.0    65772
read      218.4   105.7    54.7    97.8   107.9   205.1   257.4   284.4   302.9   323.0   346.9   381.6   447.5   584.1  2251.4  79067.4    79060
read      213.6   103.4    50.7   100.0   110.1   194.8   248.3   275.7   293.9   314.4   340.1   378.2   462.7   677.5  2731.9  99812.0    99953
read      208.0    68.3    54.7   105.1   117.7   210.2   235.5   249.4   259.1   270.6   286.5   311.9   367.7   470.8   673.5  24332.4    24354
read      329.9   239.6    54.7   111.7   124.9   254.8   355.7   425.5   482.1   549.8   639.6   792.8  1139.3  1755.9  3920.5 144040.4   144236
read      226.5   107.6    54.7   113.4   126.7   203.0   248.9   278.3   300.2   325.7   357.4   404.1   517.0   762.0  2929.0 167777.4   168093
read      209.9    83.9    59.1   108.5   122.9   211.6   235.0   248.0   256.7   268.0   282.5   307.8   372.8   571.7  2372.2  22079.6    22028
read      219.4   102.1    50.7    98.0   108.3   206.9   259.2   286.0   304.3   324.4   348.6   383.5   448.5   550.2  2776.1  77542.6    77499
read      209.8   126.1    54.7   101.3   111.1   184.9   235.6   265.6   285.7   308.1   335.5   378.3   495.5   832.5  4104.5 128385.6   128271
read      202.2   102.1    54.7   101.0   110.5   179.2   227.9   257.3   277.1   298.6   323.4   360.7   436.0   639.4  2901.7 127032.2   126673
read      210.7   108.3    50.7   101.1   111.3   212.7   247.5   263.9   274.3   287.9   304.3   329.9   387.1   541.8  3511.4  43704.4    43605
read      209.8   109.3    54.7    99.2   109.1   190.5   243.1   270.8   289.3   309.8   335.1   372.4   452.7   618.6  2418.5 103302.2   103217
read      200.8   116.0    54.7    97.4   106.3   182.9   235.9   262.1   277.9   295.0   315.6   345.0   407.6   590.9  3245.7  93895.2    93706
read      202.5    66.3    59.1   104.8   116.9   205.5   229.1   241.4   250.4   261.2   273.9   295.2   342.8   440.0  1354.6  23232.6    23247
read      217.6   109.7    54.7    98.0   108.1   204.1   255.9   282.8   301.0   320.7   344.7   379.2   447.0   564.3  3895.9  77481.8    77378
read      186.8    91.3    59.1   105.7   121.2   185.1   203.4   214.0   221.4   230.6   242.7   262.6   311.5   646.6  2446.1  10518.2    10495
read      250.5   172.2    54.7   103.3   113.8   200.4   267.0   305.8   335.0   373.9   442.4   573.4   864.3  1274.6  3305.0 134480.0   134841
read      199.2    97.6    54.7    99.3   108.7   177.7   226.8   255.8   274.5   295.0   318.5   352.6   424.7   560.2  2062.8 120486.2   120602
read      211.8    99.8    54.7   101.7   112.5   214.1   246.7   262.8   273.3   287.1   303.8   329.8   385.8   503.9  3293.7  37146.4    36975
read      341.4   268.6    59.1   111.8   124.7   258.5   363.8   436.3   496.1   570.4   671.9   842.7  1244.0  2131.5  5108.4 151413.0   151323
read      200.3    96.1    50.7    98.2   107.3   179.8   231.7   259.8   277.4   296.2   317.9   349.6   422.4   636.6  2346.5 105314.8   105217
read      200.8   107.7    54.7    98.8   107.9   179.3   231.0   260.0   278.4   297.5   319.9   353.5   423.5   597.4  3418.0 110812.2   110653
read      203.9   107.8    59.1   101.3   110.7   180.4   228.8   258.0   277.8   299.6   325.2   364.2   454.3   806.1  3542.4 127708.8   127593
read      198.5    88.1    54.7    97.7   106.6   179.1   231.5   259.3   276.0   293.9   315.0   344.2   405.6   536.9  2204.6 101003.8   101096
read      211.1   111.7    59.1   107.5   118.5   188.3   231.5   260.1   281.4   305.8   334.8   376.4   467.9   650.3  4137.8 159126.0   158958
read      202.0    99.8    54.7   102.3   112.0   179.6   225.0   253.9   274.3   296.9   323.1   361.9   441.4   619.7  2075.2 136580.0   136541
read      215.4   100.9    59.1   109.7   120.9   192.8   235.5   264.7   286.4   311.2   341.1   386.7   486.7   707.9  2024.0 165227.8   164999
read      216.3    96.1    54.7   109.6   120.9   193.3   236.9   266.7   288.6   313.5   343.8   390.5   494.3   697.9  1594.7 165034.2   164911
read      199.4    85.9    54.7    97.5   106.5   184.0   236.4   261.2   275.9   292.2   311.7   339.6   398.5   523.8  1279.1  87877.2    87904
read      219.1   102.9    50.7   110.7   122.5   196.2   239.9   269.3   291.0   315.8   345.9   393.9   501.0   709.6  2235.0 169596.4   169356
read      208.9    93.6    54.7    97.7   107.4   200.4   248.0   269.7   284.5   301.1   321.4   354.0   415.9   509.5  2057.9  67927.2    67870
read      305.9   229.4    59.1   114.2   128.0   235.9   318.2   369.5   412.6   473.0   566.6   734.4  1157.1  2010.2  3892.4 167283.0   167602
read      222.0   108.2    54.7   111.4   123.6   198.5   243.3   272.7   294.9   319.9   351.3   399.6   509.4   753.8  2722.1 170383.6   170450
read      200.3    81.4    54.7    97.7   106.9   191.3   240.1   261.1   273.7   288.2   305.5   331.1   386.7   502.1  1355.5  72766.4    72942
read      189.7    62.7    59.1   106.4   120.9   189.7   209.5   219.9   228.0   236.2   249.3   268.8   314.9   434.4  1500.4  13944.6    13873
read      210.5    98.5    54.7    99.0   109.3   208.8   249.1   267.9   280.6   294.9   313.5   340.3   395.8   497.4  1153.3  45194.4    45295
read      245.2   179.1    54.7   108.2   119.2   196.7   251.3   287.9   314.7   346.7   398.0   529.8   958.3  1818.4  3909.2 157696.6   157697
read      197.5    89.2    50.7    98.6   107.7   176.2   225.1   253.9   272.7   292.9   316.2   349.3   420.9   572.0  1411.1 117313.0   117232
read      196.5   118.3    54.7    97.0   105.7   176.6   228.2   255.8   272.8   291.0   312.3   342.1   402.8   530.6  1979.6 101308.6   101152
read      208.5    86.7    50.7    99.3   109.5   206.7   246.4   265.1   277.3   291.9   310.5   338.0   396.2   514.8  1505.9  50090.4    50333
read      249.7   195.5    50.7   103.1   113.1   192.3   254.1   292.9   320.6   359.3   430.4   605.0  1008.3  1801.0  3107.6 136649.0   136447
read      208.2    94.0    59.1   106.7   117.3   185.7   228.5   256.8   278.0   302.6   331.9   373.5   464.6   635.4  2149.0 158207.2   158298
read      202.2    98.1    54.7    98.1   107.6   194.1   241.4   261.8   273.9   288.2   305.2   330.6   385.0   538.8  2529.2  69386.4    69328
read      214.3   106.6    54.7   108.9   120.0   190.9   234.2   263.8   285.7   310.6   341.0   387.3   486.8   692.9  2052.1 164307.8   164566
read      200.7    91.1    54.7    97.8   107.1   191.8   239.6   259.9   272.4   286.8   303.8   329.4   384.6   536.2  2184.2  70955.6    70740
read      199.6    93.4    59.1    98.4   107.5   178.7   229.3   257.2   275.1   294.9   317.9   351.6   426.0   638.1  1920.5 106956.6   106915
read      200.6    97.6    54.7   100.8   110.3   178.1   225.1   254.0   273.9   295.8   320.5   358.5   435.7   671.0  2142.7 126306.0   126425
read      198.6    84.0    54.7    97.5   106.5   186.2   236.1   258.8   272.5   288.0   306.3   333.3   389.6   497.7  1993.4  79181.8    79083
read      202.3   111.9    50.7   103.0   112.8   179.5   223.2   251.6   272.4   296.0   323.3   363.9   448.4   610.2  2502.6 143312.4   143445
read      219.0   107.1    54.7   110.1   121.6   194.9   239.7   269.8   292.1   317.5   348.3   396.5   506.5   742.7  2506.5 165493.6   165502
read      205.7    78.5    54.7   100.7   111.0   206.4   240.8   257.2   268.4   281.5   297.4   323.5   377.9   464.9  1128.6  40797.2    40820
read      199.2    66.7    59.1   102.5   114.2   200.9   227.5   240.7   250.2   261.5   274.4   296.2   346.0   436.4   797.6  25126.8    25097
read      200.1    67.6    59.1   102.0   113.1   201.7   229.2   243.0   252.5   264.1   277.6   302.0   356.0   471.1  1245.1  26808.2    26808
read      215.4    96.7    54.7    97.4   107.4   202.4   254.4   280.4   297.8   317.6   341.1   373.7   439.0   549.8  1666.6  72923.4    72990
read      213.8   113.9    54.7   101.1   111.3   192.3   243.3   271.9   291.6   314.0   342.0   386.7   486.7   716.3  3393.4 113766.0   113963
read      197.6    89.7    54.7    97.6   106.5   178.8   229.4   256.6   273.3   291.5   312.8   342.9   406.7   559.5  1753.3  97497.2    97475
read      189.3    73.8    59.1   105.0   117.8   189.1   210.4   221.3   229.2   237.9   251.1   272.0   324.8   474.9  2890.7  18761.8    18649
read      269.2   209.6    54.7   107.3   118.4   205.2   272.2   315.3   348.6   397.2   485.1   661.7  1072.6  1918.9  3598.8 150208.6   150293
read      199.7   102.0    54.7    99.7   109.2   177.2   224.8   253.6   273.1   294.6   319.4   356.5   432.9   683.7  2578.9 119361.6   119407
read      199.0    86.9    54.7    97.8   107.0   185.2   235.7   259.3   273.6   289.4   308.3   336.1   394.7   507.2  1160.0  79757.0    79895
read      199.6   103.1    54.7   102.0   111.5   177.2   221.4   249.9   270.4   293.2   319.4   357.8   434.1   576.4  2511.9 137404.6   137569
read      196.1    90.0    54.7    98.1   107.0   175.0   224.0   252.2   270.6   290.4   313.4   345.3   412.5   564.6  2255.8 109900.2   109784
read      206.4    82.4    54.7    99.3   109.3   203.5   244.0   262.7   274.5   289.4   308.0   336.0   393.6   524.2  1446.9  51963.2    52195
read      203.2    96.7    54.7    97.7   107.1   184.6   235.6   262.6   279.9   299.2   322.5   359.5   432.3   567.9  1475.3  97065.6    97072
read      197.9    90.1    54.7    97.4   106.4   186.0   234.8   257.0   270.2   285.1   302.6   328.3   385.1   579.2  2528.1  75170.8    75134
read      196.4    85.7    46.9    97.6   106.4   177.9   228.5   255.2   271.8   289.8   310.9   340.6   400.5   503.2  1792.2  96734.4    96879
read      211.4   105.4    54.7   107.7   118.6   187.7   230.5   259.4   281.0   306.2   336.4   381.2   481.7   728.6  3108.8 160799.6   160599
read      198.4    89.8    54.7    97.7   106.9   188.4   235.8   256.5   269.3   283.7   300.4   326.4   383.1   508.7  2314.8  71225.8    71249
read      198.6    88.7    54.7    97.6   106.7   185.1   234.8   258.1   272.2   287.9   306.6   334.2   393.0   537.4  2031.3  78516.4    78672
read      206.5    86.7    54.7    97.7   107.3   197.7   244.8   266.7   281.2   297.4   318.4   348.7   410.1   507.1   993.9  65986.4    66141
read      271.2   209.1    54.7   108.9   120.3   208.1   274.6   317.6   351.7   400.5   490.3   657.9  1065.2  1870.0  4310.9 157306.4   157119
read      199.8    73.4    54.7   101.4   112.1   201.0   229.8   244.3   254.1   266.6   281.8   306.5   362.7   469.3  1430.9  32387.0    32402
read      208.7    99.7    54.7   101.0   110.9   186.0   235.5   265.1   284.9   307.4   335.2   377.9   476.7   703.7  2359.9 120868.0   120835
read      195.7    88.9    54.7    97.6   106.4   175.9   226.0   253.4   270.7   289.4   311.1   341.4   402.9   555.6  1449.7 101402.0   101524
read      230.3   110.9    59.1   113.4   126.7   205.2   251.9   282.6   305.5   332.2   366.3   421.2   548.0   830.8  2710.3 177985.8   177702
read      205.9    91.7    54.7   105.3   115.8   183.2   225.7   253.8   275.1   299.7   328.9   370.5   463.0   680.5  1736.7 154812.0   154983
read      234.1   118.0    59.1   113.8   127.4   208.2   256.6   288.5   311.8   338.8   373.0   428.9   562.4   880.5  2325.6 175401.2   175537
read      233.2   110.1    54.7   114.1   127.8   208.0   256.1   287.4   310.4   336.9   370.4   425.6   554.2   851.5  2077.5 177509.4   177715
read      197.4    85.9    59.1   103.2   114.6   197.6   224.2   236.9   246.7   257.2   271.4   293.9   343.7   448.5  3114.4  25967.8    26001
read      262.4   188.3    50.7   110.3   122.2   206.4   268.5   309.3   340.2   381.6   451.6   608.0  1012.0  1695.4  2948.1 160116.6   159885
read      202.3   102.2    54.7   103.3   113.1   179.1   222.5   250.9   271.9   295.4   322.9   363.6   451.9   712.9  2743.4 144424.2   144266
read      200.0    90.6    54.7   102.6   112.3   177.6   220.6   249.0   269.9   293.2   320.0   359.7   437.0   592.5  2104.3 142398.4   142386
read      203.8    82.3    50.7   100.6   111.0   203.6   237.6   254.0   265.5   277.9   294.8   320.0   373.2   484.3  2043.9  39825.8    39646
read      211.5    90.0    54.7    97.4   107.2   201.9   250.8   274.7   291.1   309.1   330.5   361.2   421.3   507.3  1775.8  63464.8    63535
read      213.5   101.7    54.7   100.5   110.8   192.0   243.5   272.5   292.6   315.3   343.5   388.9   486.5   697.1  2409.1 111790.2   111750
read      238.3   112.9    54.7   114.7   128.5   211.9   262.8   295.0   318.7   346.0   382.4   439.7   577.0   828.7  2253.2 178387.8   178544
read      200.9   108.0    54.7   102.8   112.6   178.2   221.2   249.5   270.4   293.6   320.4   360.0   440.9   618.2  3295.2 143562.2   143598
read      197.4    93.4    54.7    99.6   108.9   174.8   221.4   250.2   270.1   291.6   316.5   352.1   427.8   636.5  2458.5 123204.0   123314
read      196.2    95.6    54.7    98.8   107.9   174.0   221.6   250.1   269.4   290.1   314.1   347.4   420.9   603.3  2235.4 117109.4   116900
read      196.8    93.6    54.7    98.4   107.3   174.8   223.3   251.8   270.6   290.8   314.4   347.3   421.2   647.7  2422.0 111722.4   111580
read      198.2   101.5    54.7   100.5   109.9   175.4   220.6   249.3   269.5   291.6   317.1   353.9   431.7   671.9  2471.6 128876.4   129042
read      199.1    99.5    54.7   101.0   110.3   176.2   221.9   250.8   271.2   293.4   318.9   355.7   435.2   658.5  2413.8 129599.4   129909
read      233.7   113.4    54.7   114.5   128.1   208.5   256.2   287.3   310.0   336.4   370.2   425.1   556.4   925.3  2368.5 176907.2   176569
read      201.4    89.2    54.7   109.9   124.4   201.2   224.1   235.2   244.5   254.1   268.1   289.9   343.2   477.9  2967.7  18452.6    18561
read      213.2   100.4    54.7    98.4   108.5   197.2   249.6   275.5   293.5   313.9   339.1   376.1   454.1   577.1  2880.3  83042.4    82982
read      213.0    89.9    54.7   100.0   110.5   208.8   251.3   271.1   285.3   301.1   320.8   352.6   413.0   507.0  2293.4  52981.8    53156
read      263.4   209.1    59.1   104.9   115.4   198.5   264.3   306.2   338.4   384.6   478.1   663.1  1091.0  1840.9  3403.2 141672.2   141177
read      207.0    72.3    59.1   107.6   120.8   208.0   233.3   247.0   256.3   268.2   283.2   307.9   364.1   537.0  1488.9  24445.8    24545
read      205.1    63.2    63.8   110.5   125.5   206.4   229.3   241.3   250.1   260.7   273.3   294.3   343.5   504.9  1840.8  17939.4    18002
read      303.6   207.2    54.7   104.7   116.3   243.9   334.7   392.6   440.4   498.7   577.9   707.6  1011.8  1472.3  2110.9 131819.0   131807
read      213.7    90.3    54.7   101.7   112.4   213.1   250.4   268.6   281.2   295.6   314.4   341.8   399.1   547.6  2184.4  42945.2    43050
read      217.6    94.6    50.7    99.7   110.2   213.1   258.5   280.0   294.8   311.7   331.8   361.2   420.1   530.2  2381.7  51056.6    51137
read      312.0   238.4    54.7   112.7   126.2   238.9   323.4   378.9   426.8   493.0   590.9   763.7  1168.8  2048.6  3758.5 163819.2   163650
read      209.8    88.6    54.7    98.4   108.5   201.2   248.5   270.2   285.0   301.8   322.5   356.5   424.1   539.0  1577.9  65853.4    66060
read      206.8    72.1    63.8   106.5   119.6   208.9   233.9   247.2   256.0   267.4   281.0   303.1   354.6   513.0  1878.0  22227.6    22129
read      205.6    69.2    54.7   109.3   123.4   206.6   230.3   243.0   251.7   262.5   274.6   296.9   354.5   591.4  1375.4  18844.8    18840
read      217.6    96.4    59.1   100.6   111.2   214.3   257.6   278.4   292.8   309.1   328.5   357.8   416.1   541.1  1687.1  47828.8    47897
read      230.7   141.4    50.7   102.9   113.1   192.6   251.0   285.9   310.2   339.4   381.7   469.1   731.3  1156.4  3068.9 132555.4   132763
read      202.7    89.7    54.7   107.0   119.9   204.1   228.0   240.3   249.4   260.1   273.1   295.0   344.1   525.0  2823.5  23054.2    23044
read      294.1   201.1    54.7   115.3   129.5   235.4   310.2   356.5   394.1   446.1   527.0   673.9  1046.3  1674.3  2882.9 171861.8   171915
read      201.2    66.5    63.8   110.0   125.0   201.4   224.2   235.6   244.8   254.2   268.1   288.8   336.3   534.1  1969.8  19329.6    19334
read      217.8   111.4    54.7   102.3   112.6   193.0   245.5   275.2   295.7   319.3   350.4   402.3   540.8   852.9  2262.3 125646.0   125579
read      208.7   105.0    54.7   103.2   114.4   209.9   240.3   255.7   266.8   279.2   295.2   319.7   373.5   494.8  3459.8  34479.4    34383
read      293.6   228.3    54.7   110.5   122.7   222.1   299.4   348.8   391.6   453.9   551.5   725.8  1161.6  1976.0  3867.4 159086.4   159031
read      199.9    99.8    54.7   101.5   110.9   177.3   222.2   250.7   271.2   293.8   319.8   358.5   435.0   640.7  2375.3 134131.0   134136
read      218.9   109.5    54.7   110.0   121.5   194.9   239.3   269.3   291.5   316.9   347.8   397.0   505.7   757.2  2114.2 164505.6   164266
read      196.1    84.5    54.7    97.5   106.4   177.0   227.4   254.6   271.7   290.1   311.7   342.0   402.1   508.4  1253.0  99213.0    99195
read      212.6    89.7    50.7   100.0   110.4   208.7   250.8   270.9   285.0   300.7   320.1   350.5   410.6   521.9  1487.0  51466.8    51531
read      248.4   180.4    54.7   105.9   116.8   196.1   254.7   292.7   320.3   356.9   418.6   571.3   971.3  1582.4  3083.7 146329.6   146794
read      197.8    91.1    50.7    98.1   107.3   176.7   226.0   254.2   272.6   292.4   315.5   347.8   419.7   632.6  2387.2 108308.6   108372
read      197.2    95.8    54.7    98.0   107.1   176.4   225.4   253.5   271.9   291.7   315.0   347.0   415.6   548.0  2573.3 107706.6   107914
read      197.5    99.3    50.7    98.6   107.7   175.7   224.5   253.0   271.7   291.6   315.3   348.3   420.0   591.8  2613.4 111363.6   111421
read      201.3    94.0    54.7    98.3   107.8   189.6   238.4   260.3   273.7   289.2   307.6   334.3   394.1   611.4  2759.1  75281.2    75121
read      210.5    87.0    50.7    99.6   109.9   206.5   247.6   267.3   280.8   296.3   317.1   347.2   408.5   533.2  2257.7  52775.6    52675
read      211.7   106.3    46.9   101.4   111.3   188.6   239.2   268.5   288.7   311.6   340.4   387.2   495.1   734.9  2336.2 120498.6   120632
read      173.2    56.5    59.1   104.0   118.2   170.7   187.0   196.9   203.5   212.7   224.1   242.8   294.9   486.1  2014.6   7475.6     7372
read      287.1   228.2    54.7   109.0   120.4   214.5   289.8   338.4   379.6   443.2   547.1   723.1  1134.6  1977.4  4094.7 152170.8   152583
read      197.3    89.1    54.7    97.6   106.6   177.6   228.4   255.9   273.1   291.9   313.8   344.3   408.2   579.9  1909.9 101461.0   101484
read      199.2   115.7    59.1   104.2   116.4   199.6   225.0   237.3   247.1   257.7   271.6   294.6   348.6   502.0  1889.8  23948.6    23959
read      354.5   270.9    54.7   110.6   123.2   269.6   386.5   464.9   525.8   597.7   700.4   876.0  1276.3  2105.0  3769.7 146057.2   146209
read      202.0   113.3    50.7    98.1   107.4   189.0   239.0   261.2   274.8   290.5   309.6   337.9   399.4   593.2  5084.0  74949.0    75099
read      208.9    86.7    59.1   100.9   111.6   208.8   244.7   262.3   273.7   288.2   305.7   332.2   387.9   490.4  1060.6  39955.4    39946
read      207.9   105.3    54.7    99.7   110.2   206.1   242.5   260.2   271.8   285.9   302.9   329.2   387.0   644.3  3602.6  38792.2    38762
read      212.4    97.9    54.7    98.7   108.7   194.3   247.5   274.8   293.6   314.5   340.4   378.3   457.1   615.2  1512.0  92519.6    92506
read      219.4   110.7    59.1   110.4   122.3   195.4   238.9   268.9   291.3   316.9   348.3   397.3   504.7   726.6  2844.2 169589.0   169919
read      196.4    90.0    54.7    96.8   105.6   180.1   230.9   256.1   271.1   287.8   307.6   336.3   395.2   531.5  1968.3  88345.0    88331
read      222.3   107.6    59.1   111.7   124.2   198.7   242.6   271.9   294.3   320.0   352.6   402.3   515.6   721.6  2133.8 172427.0   172554
read      196.7    85.6    50.7    97.1   105.9   178.5   230.2   256.4   272.6   290.3   311.1   340.6   402.9   532.8  1225.4  94352.2    94380
read      208.8   108.3    59.1   106.5   117.2   185.4   228.1   256.5   278.3   303.5   333.2   375.6   470.4   664.7  2405.7 157166.6   157069
read      209.5    89.2    54.7    97.6   107.4   200.7   248.1   270.6   286.1   303.5   324.0   355.4   417.0   542.0  1797.6  64529.6    64426
read      201.1    71.5    54.7   102.4   113.7   202.2   230.3   244.6   254.2   266.2   280.5   304.4   359.4   533.5  1916.7  27183.6    27114
read      285.6   226.6    54.7   106.5   117.5   211.5   289.2   339.2   382.8   451.6   553.1   726.4  1119.6  1816.5  3114.9 146540.8   146723
read      197.7    95.7    54.7   100.3   109.7   174.9   220.1   249.0   269.2   291.3   317.2   354.3   431.4   624.1  2959.4 129011.0   129322
