Timestamp start: 1747313980450
Timestamp end: 1747315780775

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      339.0   220.5    68.9   216.7   224.4   289.9   341.8   375.5   399.6   428.1   465.6   543.6  1174.0  2909.0  7030.5  80620.0    80574
read      351.1   185.6    68.9   238.5   251.0   319.2   357.9   381.7   399.6   422.7   454.3   510.5   859.1  2933.7  3856.5 168880.1   168820
read      333.5   139.7    68.9   234.6   245.3   309.1   343.8   367.0   385.1   406.7   438.3   497.6   678.5  1818.1  4287.8 162552.9   162621
read      308.8   117.8    68.9   219.7   226.4   282.4   321.0   347.9   368.9   392.0   419.2   460.0   596.9  1566.6  3501.5 101479.2   101621
read      338.3   156.2    63.8   213.9   223.1   301.7   360.2   393.3   417.1   446.3   488.3   568.5   766.7  1869.1  4126.1  58739.1    58592
read      384.1   229.3    68.9   238.7   252.2   335.4   388.9   424.0   453.9   492.4   538.0   623.1  1148.9  2943.5  5055.7 153051.2   153042
read      309.5   104.6    74.4   220.6   228.0   285.0   321.4   346.9   367.8   391.4   420.1   463.0   606.8  1237.7  2897.5 112382.8   112238
read      326.5   129.0    74.4   231.4   242.6   302.7   335.8   357.3   373.4   396.0   427.2   483.1   659.0  1861.8  4108.8 160462.2   160265
read      340.4   158.6    68.9   215.0   224.0   304.1   362.3   394.2   417.8   447.5   491.9   575.9   774.8  2000.7  3885.1  57022.9    57109
read      347.9   220.3    68.9   219.1   226.3   295.9   351.4   387.5   413.3   444.7   488.5   575.2  1223.8  2922.2  5133.1  88675.2    88551
read      290.3   200.0    63.8   123.2   165.0   285.5   309.1   320.2   330.5   341.4   358.8   392.5   668.3  1938.3  9237.6   8409.8     8385
read      335.1   166.1    68.9   211.2   222.2   312.7   359.8   384.3   400.5   421.9   452.8   527.2   722.4  2376.3  4362.2  34116.2    34088
read      348.8   257.6    68.9   221.9   230.6   299.2   352.4   390.0   418.5   455.2   505.9   589.5   868.4  2887.9  7077.0 113369.5   113600
read      316.3   133.8    68.9   222.8   231.8   289.2   323.4   347.2   367.6   392.4   425.5   481.8   664.9  1781.2  3639.8 131811.8   131842
read      309.0   118.9    63.8   220.3   227.4   283.5   320.1   345.4   366.1   389.8   418.2   460.0   592.2  1698.3  3462.5 111977.1   112066
read      324.3   189.7    68.9   215.3   223.4   285.2   335.1   364.8   385.7   408.7   436.8   489.8   911.0  2539.1  5607.2  72601.8    72585
read      324.9   165.8    68.9   223.6   233.3   292.0   328.1   352.7   372.4   397.9   432.5   492.7   733.8  2646.2  3390.1 133713.4   133669
read      297.6   154.5    74.4   143.5   219.4   291.0   315.0   328.1   337.7   347.7   366.2   398.3   672.6  1490.4  7585.0  11792.2    11820
read      300.8   144.3    63.8   151.9   218.3   291.6   317.8   332.2   341.7   354.9   372.2   411.5   762.9  1856.1  5525.6  12667.8    12639
read      394.8   254.0    68.9   225.5   237.5   344.3   440.7   488.5   513.9   541.0   581.5   654.1   908.1  2694.3  6185.9 118593.8   118548
read      334.8   182.4    68.9   235.4   246.1   310.4   344.9   368.3   386.7   409.1   441.8   499.2   656.4  1791.5  5466.4 165749.5   165754
read      327.3   197.3    74.4   218.0   224.8   285.6   333.9   365.9   389.7   416.8   450.7   505.7   898.9  2635.9  4324.9  86806.5    86823
read      314.7   153.4    63.8   201.8   223.4   304.4   334.3   349.0   361.6   374.3   396.2   435.9   683.6  1998.6  6334.5  16911.6    16898
read      374.4   192.6    74.4   224.8   236.1   322.3   396.2   449.2   487.2   520.3   553.3   628.6   868.5  2610.5  4458.2 123077.1   123124
read      327.1   287.5    68.9   215.4   223.5   285.8   336.5   365.9   386.8   410.0   437.6   489.1   899.6  2880.0 17957.3  72115.9    72278
read      334.1   134.2    63.8   215.6   224.6   308.3   362.7   392.0   412.6   436.0   468.8   528.8   684.3  1567.5  3935.4  47701.2    47757
read      348.9   172.6    68.9   216.1   224.9   308.2   371.6   407.9   433.3   465.0   509.5   590.9   843.6  2031.3  5147.7  60453.8    60510
read      312.9    82.7    63.8   214.3   228.6   311.9   342.2   357.6   367.9   380.5   397.4   427.1   514.0   776.2  2155.7  25202.4    25237
read      311.5   175.4    63.8   219.1   226.2   286.5   329.3   357.5   377.9   401.0   428.8   468.4   560.0   825.4  3805.1  97586.1    97783
read      304.8   102.6    63.8   221.0   228.9   284.2   317.7   340.8   359.3   381.6   409.4   449.8   542.3   884.6  2811.8 118953.6   118966
read      302.7    94.1    63.8   177.4   227.4   301.0   327.7   341.3   351.6   365.3   383.1   414.5   503.6   735.1  3451.9  16625.6    16631
read      295.3   152.2    63.8   135.9   221.9   292.5   317.4   331.9   341.6   354.5   371.3   403.0   496.4  1054.8  8023.5  11678.8    11743
read      315.1   106.3    68.9   221.7   230.4   291.3   329.7   355.6   375.2   399.6   429.4   475.0   610.4   996.1  3181.4 114842.6   115026
read      310.0   106.3    68.9   221.9   230.5   287.6   321.3   344.9   364.3   387.5   417.3   462.0   599.7  1062.1  3245.8 122297.6   122371
read      272.9   107.2    68.9   110.4   133.2   277.7   295.9   309.4   318.4   331.1   345.4   372.7   462.9  1086.5  3837.3   7221.0     7198
read      310.7   119.7    74.4   212.5   227.3   308.3   339.8   355.1   365.5   376.6   395.0   423.1   497.7   766.5  4882.2  24936.9    25022
read      350.6   113.5    74.4   236.7   248.1   319.7   365.7   398.5   427.9   463.2   501.0   555.9   687.7   946.1  2470.0 157584.1   157513
read      335.8   109.9    68.9   239.5   252.1   316.0   349.5   371.3   389.2   410.4   441.1   495.6   628.1  1001.3  4212.2 171805.6   171975
read      317.1    94.2    68.9   230.4   241.4   298.4   330.1   349.7   366.5   387.1   415.1   462.4   581.9   866.5  2821.3 155077.9   154918
read      307.1    88.5    68.9   224.6   235.0   288.5   318.7   339.5   356.0   376.2   404.1   449.3   548.3   860.0  2484.2 139116.8   139185
read      311.8    93.0    68.9   228.3   239.3   294.1   323.9   343.6   359.9   379.2   405.6   451.9   552.6   845.6  2991.8 152572.1   152724
read      303.1    82.5    63.8   208.1   228.1   301.2   328.6   342.3   352.5   364.8   379.4   404.4   481.5   793.6  2461.5  20929.2    20845
read      358.6   143.8    68.9   228.8   240.8   319.0   380.9   429.6   462.5   492.7   527.8   588.8   723.9  1029.3  4102.1 140507.6   140348
read      303.1    89.8    63.8   216.8   224.6   282.0   321.6   348.6   367.3   387.7   410.7   442.7   530.9   855.4  2401.5  88944.0    88725
read      306.6   100.8    68.9   223.7   233.3   287.0   317.9   339.3   356.4   377.3   405.4   450.4   550.8   919.2  3058.8 134007.5   134088
read      311.5   102.6    63.8   214.1   223.3   289.8   341.4   368.3   386.5   405.5   428.5   461.3   541.2   778.5  3004.3  65948.5    66126
read      315.6   112.0    63.8   215.3   223.6   288.2   343.0   376.0   398.3   421.4   446.9   480.1   550.2   799.5  2705.1  78121.4    78214
read      316.6    96.6    74.4   214.0   223.4   297.1   352.9   378.4   395.0   412.8   432.5   463.9   546.7   759.2  2740.7  55228.6    55191
read      315.3    92.7    63.8   213.2   222.9   296.4   352.0   378.0   394.1   411.4   430.8   461.2   539.8   752.5  1951.7  54170.8    54081
read      307.8   102.4    68.9   220.4   228.0   285.7   321.5   346.9   367.4   390.9   419.3   459.9   554.6   863.4  3657.7 112353.2   112478
read      339.2    99.9    74.4   241.6   255.6   320.1   354.6   375.6   393.9   415.7   445.8   498.0   622.1   965.5  2757.8 179688.8   179666
read      302.5    89.0    68.9   219.1   225.9   281.4   317.5   343.0   362.7   384.7   410.3   445.9   532.2   892.4  2478.6 100527.9   100584
read      304.6    91.2    63.8   222.4   231.0   285.2   316.6   338.4   355.7   377.0   405.3   448.2   540.1   869.1  2827.4 127924.5   127920
read      266.3   117.6    63.8   106.1   123.8   273.3   291.0   301.0   310.4   319.7   337.1   364.6   436.6  1122.7  4714.2   6622.5     6594
read      308.2    82.6    63.8   210.8   226.6   306.7   339.0   355.2   365.8   377.5   395.0   421.8   485.3   654.6  2094.5  24922.4    25020
read      342.2   127.6    68.9   224.7   235.8   305.8   360.4   401.3   433.9   466.3   500.7   553.1   682.0   936.3  3440.3 129666.0   129587
read      282.6    87.8    68.9   119.7   218.5   285.5   305.5   317.0   326.4   339.3   356.2   382.8   454.2   915.7  1998.9  10322.2    10277
read      354.3   136.1    68.9   232.2   244.1   318.3   370.6   410.8   445.1   480.5   516.4   573.7   704.6  1004.0  3702.6 148144.2   148458
read      315.8   104.5    63.8   214.5   223.7   292.8   346.3   374.6   393.2   413.6   436.4   469.8   565.3   883.0  2508.6  66140.9    66114
read      314.9    94.8    68.9   212.8   223.1   299.4   352.9   376.7   391.8   407.8   428.1   458.0   526.8   705.6  2344.4  49283.0    49261
read      356.6   134.9    68.9   226.4   238.2   316.0   382.0   433.1   465.9   494.9   528.7   584.9   711.0   968.2  3702.8 133172.4   133049
read      299.3    84.5    63.8   218.9   225.6   278.9   313.6   338.1   357.7   380.3   405.7   440.5   508.3   747.6  2482.5 106584.8   106628
read      304.1    80.6    68.9   210.2   227.9   302.9   331.0   346.1   357.7   369.5   386.3   410.4   474.5   659.6  2720.5  23404.5    23498
read      310.0   143.9    63.8   219.5   226.8   285.5   324.7   353.3   374.0   398.1   427.4   468.2   550.4   756.6  5859.6 103396.0   103564
read      315.6   106.1    68.9   231.5   242.2   298.2   328.4   346.7   363.3   382.6   408.6   454.3   552.2   801.7  3753.5 161920.2   161774
read      318.0   190.8    63.8   217.6   228.1   307.5   348.3   367.4   380.5   395.5   414.5   443.7   520.9   806.9 11582.0  39046.8    39037
read      337.7   105.6    74.4   236.6   247.4   312.7   349.3   374.4   396.7   426.5   468.4   527.3   653.2   878.3  2307.0 163723.4   163622
read      303.4    98.5    68.9   222.5   231.4   284.5   314.9   335.6   351.9   373.0   401.5   444.6   533.7   800.5  4092.7 132532.9   132405
read      301.9    90.8    74.4   222.2   230.7   283.7   313.9   334.6   350.8   371.9   400.0   441.3   525.0   749.6  2902.4 131576.5   131596
read      329.9    92.9    68.9   238.4   250.2   312.6   344.3   365.5   381.5   401.4   430.8   479.3   591.3   920.6  2812.1 174537.4   174543
read      301.2    85.9    68.9   216.4   224.4   280.4   318.4   345.3   364.9   385.8   409.1   441.7   517.7   836.0  2150.4  90531.2    90567
read      302.6    95.1    63.8   220.3   227.9   282.2   314.9   338.1   356.8   379.4   407.2   447.7   535.0   887.0  2752.9 116521.4   116582
read      289.3   102.5    63.8   133.0   225.0   290.0   310.9   321.1   332.7   344.3   362.6   390.7   458.3   747.9  3182.9  13786.8    13888
read      315.7   109.2    63.8   222.0   230.9   291.6   330.6   357.5   378.1   402.8   434.1   481.2   588.0   854.1  2915.7 119398.5   119224
read      310.2    83.5    68.9   228.8   239.9   293.9   322.1   341.5   356.9   374.9   401.6   445.5   541.4   746.1  2609.1 156433.9   156471
read      316.1    99.6    68.9   232.4   243.1   299.7   329.7   348.1   364.2   383.1   408.7   453.8   548.1   748.1  2768.9 163988.8   164013
read      312.2    97.1    63.8   213.6   224.6   302.8   345.7   366.3   380.0   395.2   414.1   441.8   507.4   736.3  3024.7  41916.8    41909
read      355.5   135.7    68.9   225.1   236.6   314.6   383.6   434.3   464.9   493.8   527.7   584.7   713.7   983.3  2747.2 128349.5   128280
read      299.4    87.2    68.9   218.8   225.5   278.8   313.2   337.1   356.4   379.2   405.3   441.6   516.3   829.1  2354.8 107029.4   107066
read      309.9    96.5    68.9   212.8   223.6   298.5   342.5   364.8   379.3   395.1   414.6   442.2   504.2   704.9  3570.3  46074.8    46119
read      277.3    84.1    63.8   113.2   209.7   282.2   300.5   311.5   318.4   330.0   344.8   371.3   436.5   991.4  2183.4  10250.6    10227
read      281.3   182.9    63.8   114.8   219.2   283.1   301.3   312.0   318.6   329.9   344.1   370.7   438.4  1014.9 10389.5  10835.5    10870
read      322.1   102.8    68.9   227.3   238.7   296.5   331.7   356.1   375.7   403.5   446.0   504.7   625.7   839.9  2734.8 146702.0   146664
read      304.2   207.6    68.9   203.7   227.1   300.3   324.9   340.4   351.4   365.0   381.6   405.8   471.5   919.3 11787.4  19884.1    19865
read      304.9    94.1    63.8   220.1   227.6   283.6   317.9   342.7   362.9   386.5   415.2   456.3   541.7   807.1  3020.9 113234.1   113409
read      300.6    85.8    63.8   213.7   223.2   283.0   324.2   350.0   366.4   383.9   402.5   432.2   497.4   737.4  2716.2  70507.5    70623
read      313.7   100.9    68.9   212.6   222.9   296.8   347.8   373.5   389.6   406.1   427.8   458.9   536.5   768.2  3051.1  52593.5    52633
read      315.9   943.1    63.8   220.0   227.8   287.2   324.5   351.4   372.1   396.2   425.7   468.6   592.7  1047.0  6924.6 104525.5   104630
read      313.2    87.0    63.8   213.3   224.3   303.8   347.0   368.8   383.2   398.0   417.8   447.1   521.1   738.6  1827.5  42616.5    42594
read      304.5   100.4    63.8   217.7   225.0   281.9   319.5   346.7   367.4   390.1   416.8   455.4   541.4   973.8  3034.7  95089.0    95196
read      312.5   112.6    63.8   212.5   222.9   296.0   345.4   371.3   387.6   404.0   426.1   457.3   525.4   744.4  2343.0  52412.8    52243
read      312.7    94.4    68.9   212.5   224.4   306.0   346.8   367.2   380.7   395.0   412.9   439.0   506.7   678.7  2742.3  36951.0    37031
read      315.2   146.9    63.8   212.2   223.8   305.2   349.2   371.2   385.2   399.4   418.9   446.9   514.3   743.8  9372.0  39830.0    39878
read      308.3   100.5    63.8   220.1   227.7   285.8   322.1   348.4   369.8   394.4   424.0   465.6   553.6   770.0  3184.3 110752.2   110750
read      269.4    99.8    63.8   108.6   135.6   276.0   292.8   302.7   310.5   318.4   333.4   359.4   427.5  1010.3  3679.1   8253.8     8231
read      314.5   120.6    63.8   212.6   222.3   290.5   345.6   377.9   397.0   417.5   439.6   469.6   544.3   767.7  2246.9  63571.4    63638
read      307.2    93.3    68.9   217.3   225.0   284.2   324.7   353.8   374.8   397.4   424.6   463.3   548.4   818.5  2501.0  90085.8    90167
read      313.3    91.4    63.8   213.6   224.0   299.2   345.2   369.8   385.8   402.1   424.9   457.3   533.8   738.0  2273.6  50402.2    50555
read      294.1    90.3    68.9   136.3   225.8   296.0   317.5   330.5   339.7   350.6   367.9   396.0   465.3   755.7  3456.0  16009.1    15997
read      312.8    95.0    63.8   211.8   223.2   302.2   347.3   370.8   385.5   400.3   420.6   449.2   510.4   717.9  2838.5  42989.4    43089
read      284.0    87.5    63.8   117.0   222.4   287.7   307.5   317.6   326.1   337.4   351.0   378.7   441.5   977.8  2897.6  12146.2    12188
read      316.2   108.0    63.8   214.9   223.6   288.3   341.8   377.7   400.1   424.0   450.5   485.3   554.6   751.8  4590.7  76565.4    76615
read      319.6   120.9    63.8   226.1   237.4   294.3   328.6   352.1   372.0   399.2   438.1   496.8   623.2   963.8  4149.4 143375.9   143480
read      311.6    89.9    68.9   213.7   223.4   291.9   340.4   368.0   386.2   404.6   428.7   462.4   542.4   790.0  1941.5  63684.1    63793
read      318.8   102.8    68.9   215.8   224.6   292.4   346.7   381.0   402.1   424.7   450.2   484.4   562.6   808.5  3073.4  72051.0    71996
read      314.8    98.7    68.9   212.4   223.8   304.5   347.7   371.0   385.9   400.9   421.7   451.8   529.6   798.9  3113.3  41794.9    41778
read      313.2   101.9    68.9   208.2   229.0   309.3   337.2   353.0   365.8   380.7   400.7   437.4   562.5  1039.2  3322.5  21944.0    21860
read      318.5    98.6    63.8   212.8   223.9   305.9   352.4   376.8   391.9   408.1   429.8   464.0   571.2   798.9  2538.3  45559.2    45582
read      301.2    88.6    63.8   214.4   223.4   280.8   320.7   346.7   366.2   387.0   410.4   444.3   516.4   750.7  2520.1  82004.4    81972
read      313.1   102.9    63.8   212.7   224.0   303.4   344.0   366.7   381.8   397.5   417.8   447.6   526.6   805.7  4338.2  42948.1    42852
read      314.6    90.2    63.8   212.0   222.7   298.5   348.4   376.2   392.5   409.8   430.5   462.2   541.0   756.6  1463.9  51746.4    51852
read      310.1    97.5    68.9   220.4   228.3   287.4   323.9   349.8   370.8   395.5   425.9   468.9   574.7   855.9  2591.7 109339.9   109368
read      312.8    99.8    63.8   212.6   222.9   295.0   343.5   371.0   388.6   406.7   429.1   461.5   535.8   785.4  3027.7  55857.6    55794
read      311.6    97.3    68.9   212.0   224.4   306.3   342.7   363.0   376.6   391.7   408.6   435.3   503.6   787.9  3335.2  35519.1    35534
read      305.1   111.1    68.9   216.8   224.6   282.3   321.6   348.7   369.7   392.2   418.7   456.9   542.1   848.8  3152.1  90457.1    90576
read      301.0   159.2    63.8   216.6   224.4   279.9   316.8   341.3   360.9   382.9   407.1   442.2   523.0   820.9  2375.9  94988.0    95085
read      299.0   100.6    63.8   218.2   225.1   278.6   314.0   337.9   356.7   379.1   404.2   438.5   507.8   717.3  3241.7 100001.9   100029
read      300.2    94.8    68.9   213.3   223.0   282.9   323.5   346.6   363.8   381.9   401.6   431.9   501.7   809.2  2978.6  72685.8    72551
read      300.2   117.7    63.8   215.0   223.6   279.8   318.5   343.4   362.4   383.1   405.0   436.4   507.3   878.2  2778.0  84725.6    84629
read      300.4    85.7    63.8   213.6   223.2   283.0   323.8   347.0   364.6   383.0   402.5   433.0   503.5   769.9  2586.0  74017.5    74136
read      302.5    93.4    68.9   222.2   231.0   284.0   314.1   334.4   350.2   372.2   401.1   445.0   533.6   770.6  2626.1 130815.4   130756
