#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      230.7   103.4    74.4   114.3   126.0   214.9   268.6   295.4   313.2   332.9   356.3   389.6   452.7   564.2  2864.4  65157.4    65000  1745249125164  1745249130370
read      230.2   105.9    74.4   113.4   124.9   213.5   267.4   294.9   313.4   333.7   358.1   393.2   457.8   553.1  3014.5  69821.8    70000  1745249131873  1745249137074
read      230.0   108.6    68.9   113.5   124.9   211.0   264.9   293.6   312.9   334.5   360.4   396.1   461.4   582.2  3023.5  74915.8    75000  1745249138577  1745249143778
read      228.8    98.9    74.4   111.3   122.5   211.1   264.1   293.0   312.5   334.5   361.0   397.6   464.7   575.0  1949.6  80094.4    80000  1745249145281  1745249150482
read      229.1   110.3    74.4   112.5   124.1   210.8   261.6   290.3   310.3   332.7   359.8   397.4   463.6   573.4  3753.1  85212.8    85000  1745249151985  1745249157187
read      231.6    98.7    74.4   114.0   126.4   212.9   263.9   292.9   313.3   336.5   364.6   403.0   472.5   585.1  2566.8  89938.8    90000  1745249158690  1745249163889
read      231.8    97.1    74.4   113.6   126.0   214.0   263.9   292.4   312.8   336.0   364.6   403.7   474.3   592.8  1741.3  95078.2    95000  1745249165393  1745249170594
read      233.0   108.6    74.4   114.3   127.3   216.0   264.3   292.1   312.0   334.9   363.1   401.8   474.4   594.3  3554.4  99897.4   100000  1745249172098  1745249177307
read      293.5   178.2    74.4   122.7   138.6   250.3   315.8   354.9   384.9   422.5   479.6   628.5   948.4  1385.9  2650.7 105034.8   105000  1745249178810  1745249184012
read      238.6   101.9    74.4   119.5   133.3   221.9   269.9   297.1   316.9   339.8   368.1   408.0   483.6   593.6  1938.0 109783.1   110000  1745249185516  1745249190716
read      246.5   107.8    74.4   122.8   138.0   229.6   278.6   306.6   326.4   349.2   377.5   419.3   501.5   640.7  2555.4 114872.7   115000  1745249192220  1745249197428
read      251.9    99.7    74.4   127.6   143.1   235.8   284.9   312.2   331.9   354.7   382.9   423.9   505.3   634.9  1423.3 119983.4   120000  1745249198932  1745249204139
read      271.1   118.6    74.4   136.4   154.0   255.3   306.4   334.6   354.5   377.2   406.0   452.8   547.1   693.6  3031.6 124486.8   125000  1745249205643  1745249210843
read      286.1   123.0    74.4   145.8   165.2   269.9   320.4   349.2   370.1   394.6   425.9   473.4   578.2   746.6  3803.0 129837.6   130000  1745249212346  1745249217547
read      337.2   136.0    74.4   170.6   194.9   318.0   378.3   412.7   437.0   466.7   503.9   559.4   666.0   839.8  4251.7 135081.5   135000  1745249219051  1745249224251
read      401.8   150.3    86.8   207.8   236.4   373.5   457.7   503.3   533.8   567.2   606.2   660.5   757.2   928.7  2556.6 137259.4   140000  1745249225754  1745249230955
read      485.8   191.9   101.3   288.4   312.7   407.9   567.4   649.9   682.9   713.4   742.8   787.2   865.0  1016.6  4847.6 131925.1   145000  1745249232459  1745249237661
read      496.5   192.8    93.8   299.8   326.6   421.3   519.0   656.0   704.0   739.8   775.9   815.6   893.3  1074.4  4386.2 129893.1   150000  1745249239164  1745249244368
read      488.1   185.5    86.8   286.2   313.7   416.6   545.5   646.5   686.1   720.5   755.2   797.9   870.4  1056.7  4476.1 132176.1   155000  1745249245871  1745249251072
read      488.9   204.5    93.8   286.2   313.5   413.4   554.9   649.8   686.7   718.8   750.3   794.2   870.8  1279.4  6615.7 132018.2   160000  1745249252576  1745249257777
read      480.8   176.1   101.3   286.2   310.9   406.3   547.4   641.3   676.4   709.6   741.1   785.8   859.8   990.3  3014.2 134416.0   165000  1745249259280  1745249264482
read      478.3   176.5   101.3   281.4   305.9   402.9   567.3   640.0   670.0   699.6   730.0   770.9   845.7   977.8  2961.6 135093.4   170000  1745249265985  1745249271188
read      492.6   200.9   101.3   294.2   320.1   416.1   550.3   654.7   695.3   726.9   760.7   800.1   872.2  1084.9  6649.1 131273.3   175000  1745249272692  1745249277896
read      474.2   182.6    86.8   277.9   303.6   403.6   541.9   623.6   660.7   694.3   728.4   773.1   852.1   993.5  4386.1 136263.5   180000  1745249279399  1745249284600
read      489.7   191.0   109.4   294.9   319.9   414.1   545.8   652.8   692.4   723.3   755.6   797.0   871.1  1045.9  3870.0 132032.9   185000  1745249286103  1745249291306
read      477.8   181.1   101.3   282.9   308.0   402.9   549.1   637.6   671.6   703.5   733.9   776.3   850.9   997.2  3876.3 135306.9   190000  1745249292810  1745249298012
read      480.5   177.2    93.8   285.9   310.8   403.6   557.1   645.0   677.1   707.7   736.8   778.9   851.0   980.6  3747.8 134545.3   195000  1745249299516  1745249304718
read      483.5   179.6    93.8   286.3   312.9   413.5   535.3   635.6   676.9   712.9   746.3   792.1   867.8  1018.0  3888.6 133710.8   200000  1745249306221  1745249311425
read      465.7   172.5    93.8   274.5   298.7   395.0   552.5   619.0   650.7   678.4   709.3   743.8   813.9   972.0  3078.2 138720.1   205000  1745249312928  1745249318131
read      456.8   174.0    86.8   255.7   282.1   401.4   532.5   591.1   622.9   655.3   689.0   736.3   827.1  1117.1  4368.3 141426.6   210000  1745249319634  1745249324839
read      468.1   175.5    93.8   275.6   300.2   397.5   547.2   620.4   653.9   683.0   715.3   750.0   828.9  1002.3  3986.8 138067.1   215000  1745249326342  1745249331544
read      481.0   198.5    86.8   281.5   307.0   405.1   559.8   640.0   672.2   703.5   734.1   777.9   859.2  1069.0  5879.1 134404.6   220000  1745249333048  1745249338249
