#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      213.2    86.3    93.8   140.9   155.4   208.9   226.9   235.9   244.2   252.6   265.3   284.9   341.3  1069.5  4152.8   5003.4     5000  1745250614101  1745250619376
read      216.4    60.5    74.4   138.0   153.7   214.3   233.4   244.8   252.6   263.0   274.5   295.2   345.0   862.6  1985.7  10067.8    10000  1745250620880  1745250626119
read      223.4    64.8    86.8   136.1   151.7   223.2   245.1   257.0   266.0   275.0   289.5   310.7   355.5   461.5  1813.6  15036.2    15000  1745250627623  1745250632820
read      230.3    79.7    80.4   132.3   148.1   229.8   255.3   269.2   278.8   290.7   305.9   328.8   377.0   492.3  2842.4  20070.2    20000  1745250634324  1745250639524
read      232.0    68.8    80.4   129.2   143.5   232.1   261.4   276.1   287.3   299.2   315.4   339.8   390.9   492.1  1478.2  25025.0    25000  1745250641028  1745250646231
read      237.0    86.6    80.4   125.8   139.8   235.9   269.7   286.8   298.1   312.6   330.2   356.6   408.6   558.7  3101.3  30187.0    30000  1745250647734  1745250652934
read      237.1    86.6    74.4   124.0   137.5   234.5   272.1   291.0   304.0   318.3   337.4   365.7   423.3   555.2  1652.1  34910.0    35000  1745250654438  1745250659638
read      238.7    99.6    74.4   121.9   134.8   233.8   275.2   295.6   309.8   325.2   344.5   373.7   433.3   581.9  2717.0  39795.6    40000  1745250661141  1745250666344
read      238.2    86.4    74.4   119.2   131.8   232.2   277.2   299.7   314.7   331.9   352.4   382.7   440.4   542.4  1540.9  45074.6    45000  1745250667847  1745250673046
read      241.3   108.2    80.4   120.6   133.6   231.2   279.1   303.6   319.8   338.9   361.8   393.9   457.8   582.9  3367.8  49902.4    50000  1745250674549  1745250679750
read      239.7   103.2    74.4   116.5   129.0   230.0   280.1   305.2   321.7   341.0   364.2   396.4   462.2   587.3  2473.9  54966.6    55000  1745250681254  1745250686456
read      243.2   105.1    74.4   115.0   127.2   228.8   282.5   310.4   329.4   350.5   375.9   414.6   510.0   745.6  2393.6  60043.7    60000  1745250687960  1745250693159
read      234.3   102.5    74.4   113.2   124.8   218.4   271.8   300.5   320.0   341.5   367.0   400.8   471.2   585.4  2323.8  65179.6    65000  1745250694662  1745250699864
read      239.3   105.6    74.4   114.2   125.9   221.7   277.4   307.8   328.2   350.9   377.6   416.2   496.6   640.5  3040.1  70136.0    70000  1745250701367  1745250706567
read      236.7   104.7    74.4   112.9   124.2   218.2   275.2   306.1   326.8   349.7   376.4   414.7   493.5   604.6  1379.4  74930.0    75000  1745250708071  1745250713274
read      236.5   112.0    74.4   113.5   124.8   214.7   271.4   304.1   326.3   350.4   378.2   418.4   502.7   669.5  3471.4  80149.4    80000  1745250714778  1745250719978
read      241.2   111.8    74.4   113.4   125.1   217.9   278.7   312.6   335.5   360.9   390.5   433.1   524.7   651.4  2160.3  84906.8    85000  1745250721482  1745250726681
