#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      255.8   129.2    68.9   109.9   121.8   230.1   295.1   334.3   361.9   391.7   426.4   476.3   591.0   875.4  2080.5  80100.2    80000  1745081798667  1745081803870
read      267.1   137.8    68.9   112.3   125.3   236.3   306.5   349.1   378.0   409.8   448.4   504.7   655.5  1077.7  2104.1  85011.2    85000  1745081805374  1745081810574
read      259.5   133.9    74.4   113.0   125.1   221.4   293.7   343.7   376.7   410.1   449.5   503.4   628.8   853.6  2045.3  89895.4    90000  1745081812080  1745081817278
read      290.1   184.4    74.4   118.6   132.6   235.5   320.9   383.8   424.4   466.8   517.1   602.9   791.7  1173.9  3106.7  95239.2    95000  1745081818781  1745081823982
read      334.7   247.9    74.4   124.9   140.8   250.2   343.9   425.6   481.4   544.8   640.9   788.3  1160.6  2082.7  4903.8 100228.4   100000  1745081825486  1745081830686
read      555.1   572.9    74.4   157.4   180.3   308.1   398.4   578.5   929.7  1289.4  1451.3  1635.7  2456.1  4491.0  8017.1 104644.2   105000  1745081832191  1745081837395
read      498.2   487.2    74.4   144.0   165.2   298.0   415.1   592.8   769.7   976.7  1233.8  1472.4  2086.1  3418.6  8051.8 108653.1   110000  1745081838900  1745081844102
read      542.5   561.3    74.4   158.3   183.3   296.7   372.6   553.0   902.3  1271.9  1430.4  1597.9  2435.0  4089.2  8089.9 113393.8   115000  1745081845605  1745081850806
read      587.7   642.1    86.8   162.9   186.2   318.2   391.1   539.4  1052.8  1362.4  1499.3  1682.8  3245.3  5235.5  8126.6 110428.6   120000  1745081852309  1745081857509
read      603.1   649.2    74.4   167.2   191.5   324.3   410.3   583.0  1161.3  1389.9  1524.3  1712.8  3153.5  5482.6  8115.6 108219.8   125000  1745081859014  1745081864215
read      619.6   652.3    80.4   170.0   195.4   336.3   426.8   670.7  1224.8  1412.6  1543.2  1717.8  2949.5  6398.4  8134.4 105612.2   130000  1745081865719  1745081870920
read      622.4   670.4    80.4   169.2   191.4   336.5   416.8   606.7  1280.9  1431.4  1558.6  1728.3  3163.4  7001.3  8135.7 105448.4   135000  1745081872424  1745081877625
read      582.3   624.7    74.4   164.3   189.4   314.4   392.2   576.6  1040.1  1348.5  1489.4  1673.0  2943.0  4907.2  8115.9 112175.4   140000  1745081879128  1745081884329
read      574.9   645.6    80.4   160.1   182.6   304.9   366.3   458.4  1064.3  1368.2  1485.5  1655.8  3181.1  5282.7  8100.9 113755.7   145000  1745081885833  1745081891030
read      627.1   676.8    74.4   171.2   193.6   338.8   423.1   628.9  1273.5  1426.4  1546.6  1715.2  3333.0  6989.3  8121.1 104562.6   150000  1745081892535  1745081897734
read      576.7   631.8    80.4   162.1   186.1   306.9   372.3   498.3  1101.7  1365.8  1482.8  1635.5  3105.6  4738.9  8128.9 113481.4   155000  1745081899239  1745081904438
read      598.9   615.6    74.4   167.5   191.7   327.2   408.5   661.3  1196.3  1385.4  1495.6  1649.1  2767.6  4799.6  8048.8 109157.2   160000  1745081905942  1745081911142
read      585.4   655.8    80.4   163.8   188.3   312.1   387.3   537.3  1026.2  1359.5  1501.2  1686.6  3245.1  6238.1 11517.6 111928.5   165000  1745081912645  1745081917846
read      600.6   645.4    74.4   166.3   190.2   321.3   398.9   579.8  1210.5  1400.2  1512.6  1674.5  3156.8  5138.6  8110.5 108930.2   170000  1745081919350  1745081924555
read      609.8   649.3    80.4   168.0   192.4   328.8   410.5   608.0  1213.0  1410.0  1540.3  1717.1  3009.4  6139.9  8120.2 107572.0   175000  1745081926060  1745081931261
read      613.1   655.0    74.4   169.3   192.7   329.8   413.2   611.7  1248.3  1413.2  1529.7  1698.9  3103.3  6163.9  8369.0 106822.8   180000  1745081932766  1745081937966
read      569.4   638.1    80.4   161.3   185.3   298.3   356.5   441.9  1106.0  1371.1  1485.4  1639.2  3130.0  5212.6  8129.8 114919.2   185000  1745081939471  1745081944672
read      588.5   648.6    80.4   162.8   185.1   312.2   379.0   492.0  1198.5  1395.9  1512.5  1675.1  3231.4  4950.4  8097.1 111254.8   190000  1745081946175  1745081951376
read      598.0   659.7    74.4   164.1   187.7   318.0   391.6   529.4  1217.3  1397.3  1506.1  1680.0  3184.6  5986.1  9244.8 109562.6   195000  1745081952880  1745081958083
read      588.9   651.4    80.4   165.6   189.9   306.1   386.6   503.7  1208.0  1391.0  1496.3  1676.7  3250.3  5636.4  8083.2 111180.0   200000  1745081959587  1745081964787
read      569.9   635.2    80.4   160.4   183.6   299.7   362.2   460.5  1093.6  1371.3  1488.1  1634.8  2976.1  4981.7  8109.9 114839.0   205000  1745081966291  1745081971495
read      632.4   670.9    80.4   172.1   194.3   342.3   428.3   678.7  1301.1  1438.2  1553.7  1712.8  3274.1  6761.9  8551.2 103672.4   210000  1745081972999  1745081978199
read      598.2   625.1    86.8   170.2   196.6   313.8   401.1   635.4  1231.7  1402.8  1519.6  1694.7  2714.5  4990.3  8084.2 109344.2   215000  1745081979703  1745081984906
read      598.5   662.0    80.4   164.2   188.6   316.6   388.7   522.8  1205.6  1403.1  1528.2  1707.5  3288.6  5788.3  8118.8 109588.5   220000  1745081986410  1745081991609
