#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      206.3    91.7    93.8   141.1   154.0   202.0   218.0   227.4   233.4   242.0   252.7   270.4   313.0   990.8  6098.2   5033.2     5000  1745248709342  1745248714595
read      218.4    70.7    80.4   142.0   158.0   216.8   234.6   245.3   252.3   261.5   272.0   290.5   333.3   961.5  2883.4   9972.4    10000  1745248716099  1745248721339
read      224.9    71.2    93.8   137.0   152.4   224.9   246.0   257.2   265.9   274.5   288.4   308.4   346.7   874.7  2838.4  14962.0    15000  1745248722843  1745248728043
read      224.6    70.0    80.4   131.4   145.4   225.8   249.7   262.3   270.8   281.4   294.3   315.5   362.2   452.1  3233.4  19990.2    20000  1745248729547  1745248734748
read      231.8    93.1    80.4   128.6   141.9   232.8   260.5   273.8   284.1   294.9   310.0   331.6   375.7   924.7  3393.7  25003.4    25000  1745248736251  1745248741450
read      233.4    74.4    74.4   126.1   138.8   235.5   267.2   282.7   293.4   306.3   320.7   344.7   395.5   477.8  1661.2  29943.4    30000  1745248742954  1745248748157
read      234.2    98.0    80.4   124.2   136.6   234.0   269.5   286.6   297.7   311.5   327.6   351.9   401.0   518.4  3518.0  34828.2    35000  1745248749661  1745248754861
read      233.7    88.1    74.4   121.2   133.2   231.4   271.6   290.7   303.7   318.0   337.0   364.2   417.4   506.5  2626.1  40238.0    40000  1745248756365  1745248761565
read      235.5    93.0    74.4   119.9   131.9   231.1   275.3   295.9   310.1   325.5   344.7   373.1   431.3   523.4  2789.5  45004.1    45000  1745248763069  1745248768270
read      233.8    95.5    80.4   117.6   129.1   227.4   275.0   297.1   312.2   328.8   348.1   376.9   431.3   506.7  1727.9  49983.2    50000  1745248769774  1745248774974
read      232.8    92.0    74.4   117.2   128.8   222.5   273.4   297.3   313.0   330.7   352.0   383.1   439.6   515.0  1708.1  55180.3    55000  1745248776478  1745248781678
read      233.0   106.0    74.4   113.9   125.6   219.9   273.0   298.2   314.8   333.5   356.0   388.7   452.3   611.6  3112.4  60000.8    60000  1745248783181  1745248788386
read      231.1    98.4    74.4   114.4   125.8   215.9   270.1   296.7   314.2   333.7   357.2   390.5   451.3   542.9  3135.8  64832.0    65000  1745248789890  1745248795093
read      229.3   118.7    74.4   111.7   122.8   212.0   266.7   294.4   312.8   333.1   357.7   392.6   458.4   571.9  3292.3  70140.6    70000  1745248796596  1745248801796
read      229.6   103.4    74.4   112.5   124.1   211.5   265.7   294.3   313.4   334.6   360.1   395.6   462.1   551.2  3064.0  75023.0    75000  1745248803299  1745248808503
read      231.2   100.6    74.4   114.7   127.0   212.3   264.4   293.5   313.4   335.7   362.3   398.6   466.0   586.7  2781.6  79903.8    80000  1745248810006  1745248815207
read      233.0   116.4    74.4   113.4   125.7   213.4   266.4   295.8   316.1   339.2   367.1   405.1   479.4   618.6  3212.1  85006.8    85000  1745248816711  1745248821912
