#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      221.6   134.6    93.8   155.0   167.5   214.6   230.3   238.7   245.8   252.9   264.6   282.2   337.5  1782.6  7404.0   4948.0     5000  1745262333100  1745262338369
read      219.4    54.1    86.8   150.6   165.4   217.9   234.2   244.0   250.6   258.6   269.5   286.8   326.4   974.5  1153.2  10002.4    10000  1745262339873  1745262345113
read      223.5    53.8    80.4   145.0   161.1   223.2   242.5   252.7   260.6   269.5   281.0   298.5   340.9   516.0  1261.2  14938.4    15000  1745262346617  1745262351821
read      228.9    82.4    80.4   141.0   157.1   229.1   250.8   262.3   270.0   279.2   292.1   313.0   359.9   522.2  3112.3  20002.8    20000  1745262353324  1745262358524
read      227.3    83.3    74.4   137.3   151.7   227.9   251.3   263.5   271.4   281.5   293.6   313.6   356.5   652.3  2792.1  25242.6    25000  1745262360028  1745262365229
read      225.2    65.7    80.4   131.1   145.2   226.4   252.3   265.6   274.0   285.4   297.5   318.7   366.0   477.4  1886.9  29937.2    30000  1745262366732  1745262371930
read      230.5    80.9    80.4   127.6   141.7   232.4   262.3   276.4   286.8   297.2   312.6   334.9   381.6   470.8  2244.3  34964.2    35000  1745262373433  1745262378634
read      227.3    78.4    74.4   125.4   138.8   227.4   259.7   274.7   285.8   297.0   313.0   336.6   385.4   466.5  2654.4  39955.8    40000  1745262380137  1745262385340
read      226.1    91.8    74.4   122.1   135.2   224.7   259.7   275.5   287.0   298.9   315.0   339.1   391.5   506.2  2561.6  45157.6    45000  1745262386843  1745262392044
read      224.8    93.6    80.4   120.0   132.4   221.4   259.6   276.7   288.9   302.1   318.1   343.1   398.1   498.1  3658.1  50008.8    50000  1745262393547  1745262398748
read      224.0    87.0    74.4   119.0   130.9   218.9   260.3   279.4   291.8   305.8   321.2   346.1   400.3   488.0  1784.4  54906.4    55000  1745262400251  1745262405452
read      225.4    96.5    74.4   118.5   130.3   217.5   262.0   282.3   295.5   311.0   329.5   357.8   418.6   536.6  2087.8  59864.4    60000  1745262406956  1745262412159
read      220.6    83.7    80.4   115.8   127.2   209.3   255.7   277.6   292.0   308.1   327.1   356.3   420.2   570.9  1680.5  65048.2    65000  1745262413662  1745262418864
read      220.1    87.9    74.4   114.3   125.5   207.8   256.4   278.9   293.4   309.5   328.5   357.7   418.5   548.5  1664.7  69865.0    70000  1745262420367  1745262425574
read      216.7    84.1    74.4   112.5   123.0   201.5   251.4   275.6   291.2   308.2   328.1   358.2   422.1   549.7  1628.3  75180.6    75000  1745262427077  1745262432279
read      218.6    94.9    74.4   113.3   124.2   201.7   252.4   277.8   293.9   311.1   331.7   362.7   428.1   583.4  2639.8  79911.6    80000  1745262433782  1745262438986
read      218.5    96.7    74.4   113.3   124.1   200.1   251.2   278.0   294.8   312.7   334.3   366.3   433.1   571.1  3478.5  84855.2    85000  1745262440490  1745262445693
read      218.1    92.3    74.4   112.2   122.9   198.9   250.1   277.7   295.2   314.2   336.8   370.1   439.0   587.8  2128.7  90005.3    90000  1745262447197  1745262452401
read      215.2    97.8    74.4   112.4   122.9   195.5   244.0   272.0   290.3   309.8   332.5   365.7   433.6   567.0  2647.5  94831.8    95000  1745262453904  1745262459107
read      211.9   103.2    74.4   112.1   122.3   191.3   237.0   265.8   284.7   305.0   328.3   362.8   432.6   573.0  3520.2  99888.1   100000  1745262460610  1745262465811
read      211.2    87.1    74.4   111.6   121.9   190.7   235.6   264.3   283.5   303.9   327.2   362.6   436.8   621.0  1729.1 104793.0   105000  1745262467315  1745262472517
read      211.7   104.2    74.4   112.9   123.5   191.4   233.6   261.0   279.9   300.9   325.4   363.1   441.2   635.0  3234.4 109821.3   110000  1745262474020  1745262479221
read      219.9    98.6    74.4   114.7   125.9   195.9   241.2   270.0   290.7   314.0   343.1   391.8   516.1   741.1  1827.2 115045.6   115000  1745262480725  1745262485926
read      214.1    93.0    74.4   114.2   125.6   194.2   236.7   264.4   283.7   305.0   330.0   366.7   442.4   619.2  2493.5 119982.6   120000  1745262487429  1745262492630
read      211.1    91.4    68.9   113.6   124.4   190.5   231.5   258.1   277.4   299.2   325.1   365.1   453.9   643.6  2412.7 124611.0   125000  1745262494133  1745262499334
read      209.1    93.2    68.9   113.3   124.2   189.3   228.7   254.2   273.0   294.9   320.3   359.7   439.3   618.0  3033.5 129523.3   130000  1745262500838  1745262506039
read      212.1    88.5    74.4   115.5   127.2   194.1   232.2   256.6   274.5   295.9   321.3   361.9   444.3   627.4  1759.6 135040.8   135000  1745262507543  1745262512748
read      214.3    87.1    74.4   117.3   129.3   196.8   234.3   258.6   276.2   297.1   323.0   363.3   446.8   628.5  1431.8 139892.3   140000  1745262514252  1745262519453
read      231.4   295.6    68.9   117.7   129.9   201.1   240.4   265.0   282.9   304.6   333.6   381.5   516.0  4279.3 12937.3 144670.6   145000  1745262520956  1745262526157
read      245.8   357.5    74.4   120.4   133.8   211.5   252.7   277.6   296.1   318.7   349.7   401.5   549.3  5278.7 14343.3 149749.4   150000  1745262527660  1745262532859
read      267.3   453.6    74.4   124.2   138.9   217.1   251.1   270.4   285.0   302.6   327.1   372.5  1786.1  6272.3 13255.6 154791.8   155000  1745262534362  1745262539565
read      316.6   661.0    74.4   129.1   145.9   226.4   260.8   282.0   298.1   319.7   352.7   420.9  4099.5  8020.6 18095.8 158053.4   160000  1745262541068  1745262546271
read      274.2   464.1    74.4   132.9   149.3   229.6   265.1   286.5   303.0   323.7   354.7   408.5   804.7  6648.3 18612.9 163789.3   165000  1745262547775  1745262552976
read      288.5   487.2    74.4   133.1   150.2   231.7   266.0   286.2   301.3   320.4   347.9   399.3  3184.0  6369.7 14180.6 169359.9   170000  1745262554480  1745262559680
read      301.2   471.1    74.4   130.8   147.8   234.5   271.9   295.3   315.3   342.8   392.0   495.1  3210.3  6361.3  8662.5 167478.0   175000  1745262561184  1745262566389
read      272.7   320.5    74.4   135.5   152.0   235.9   275.6   300.8   320.7   348.8   394.7   491.8   731.7  4232.6 13616.7 175089.5   180000  1745262567892  1745262573093
read      245.9   108.2    74.4   134.2   149.5   224.8   260.9   283.6   301.5   325.9   364.2   436.4   598.0   874.1  1938.3 180983.9   185000  1745262574597  1745262579797
read      261.3    91.9    80.4   151.8   170.4   252.8   286.7   305.8   319.2   337.0   359.8   395.7   478.5   714.7  1824.3 189881.3   190000  1745262581301  1745262586504
read      262.1   108.9    74.4   146.8   163.9   241.9   276.2   297.4   315.4   339.5   377.4   458.2   625.9   922.0  2699.8 188322.3   195000  1745262588007  1745262593209
read      262.3   121.7    80.4   145.6   163.4   246.3   283.4   306.0   322.9   345.2   376.4   430.1   546.7   864.1  4419.8 195183.5   200000  1745262594712  1745262599913
read      286.1   114.1    80.4   165.9   186.4   271.3   306.4   327.1   343.4   365.8   397.5   458.4   592.4   871.0  4194.8 197307.6   205000  1745262601416  1745262606619
read      300.4   109.6    80.4   180.2   204.3   295.3   327.4   344.8   358.8   373.6   396.1   431.5   525.4   777.1  3788.6 200272.1   210000  1745262608122  1745262613323
read      307.5    88.3    80.4   194.8   219.4   301.2   330.2   346.1   360.0   374.3   397.5   434.3   541.9   875.7  2351.1 202239.6   215000  1745262614827  1745262620026
read      309.2   101.8    80.4   187.0   208.0   298.8   337.7   360.0   375.4   395.6   421.5   461.8   552.7   785.9  3044.3 200525.3   220000  1745262621529  1745262626731
