#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      229.6    94.3    80.4   114.5   126.0   211.5   265.4   293.7   312.8   334.0   359.2   394.7   462.3   581.4  1666.5  70024.3    70000  1745247074841  1745247080042
read      233.6   106.8    74.4   114.4   126.4   215.2   269.7   299.0   318.4   340.4   366.7   402.8   469.9   563.0  1814.1  75083.8    75000  1745247081546  1745247086753
read      231.0   105.2    74.4   113.3   125.2   211.4   264.0   293.4   313.7   336.2   363.4   400.9   473.8   637.5  2887.4  80063.1    80000  1745247088257  1745247093462
read      231.6   109.6    74.4   114.3   126.5   212.1   262.7   292.2   312.9   336.5   364.6   402.4   471.6   586.8  3884.0  84976.8    85000  1745247094965  1745247100165
read      233.4    96.1    74.4   114.0   126.9   215.8   266.7   295.2   315.4   338.5   366.4   404.7   478.4   583.2  1364.7  90095.8    90000  1745247101669  1745247106875
read      236.0   110.9    74.4   116.6   129.7   217.0   266.4   295.0   315.6   339.6   369.0   411.0   491.2   629.7  3693.0  94960.0    95000  1745247108378  1745247113578
read      225.9    90.9    74.4   114.2   126.5   207.3   253.6   281.5   301.7   324.9   353.8   394.8   467.3   586.1  1310.8 100028.1   100000  1745247115082  1745247120284
read      240.5    99.4    74.4   118.9   133.1   224.0   272.7   300.6   320.2   343.3   371.7   412.8   489.9   617.1  1515.4 105084.0   105000  1745247121787  1745247126986
read      250.6   113.0    68.9   123.5   139.3   234.0   283.8   311.7   331.7   354.9   383.5   425.4   505.5   651.5  2722.3 110085.8   110000  1745247128490  1745247133692
read      249.0    99.5    74.4   124.3   139.9   232.4   281.4   309.0   328.5   351.3   380.1   423.7   507.5   662.6  1954.1 114965.1   115000  1745247135195  1745247140399
read      261.0   118.7    74.4   130.3   147.1   244.4   293.8   320.9   341.2   365.0   394.9   438.9   538.6   738.2  2838.1 119955.1   120000  1745247141903  1745247147104
read      286.1   122.9    74.4   140.9   160.6   270.5   322.3   351.1   372.1   397.4   429.7   480.3   592.3   812.8  3841.3 124802.8   125000  1745247148608  1745247153809
read      475.0   179.9    86.8   267.6   298.6   412.3   538.1   618.2   658.1   694.8   732.3   782.1   865.1  1023.7  3995.9 128040.9   130000  1745247155313  1745247160512
read      403.8   156.2    80.4   207.6   237.1   371.6   458.9   507.9   540.3   575.5   615.8   669.1   758.1   912.8  3129.9 134835.8   135000  1745247162015  1745247167215
read      484.4   183.1    93.8   274.2   304.2   423.1   544.0   624.5   666.9   706.9   745.9   796.7   887.9  1091.9  3862.3 130650.7   140000  1745247168719  1745247173922
read      479.6   207.6    86.8   278.2   304.9   410.0   544.4   629.7   667.6   702.6   737.2   784.1   864.2  1061.9  4727.9 133570.8   145000  1745247175426  1745247180625
read      499.7   193.5    80.4   294.7   324.4   429.3   527.6   646.4   699.6   741.4   782.2   832.8   922.2  1083.4  4531.7 128835.2   150000  1745247182129  1745247187330
read      514.3   196.1    93.8   306.7   336.2   443.6   534.0   657.9   716.1   763.0   804.8   857.4   941.5  1099.7  4349.9 125783.3   155000  1745247188834  1745247194036
read      524.7   205.9    93.8   319.8   348.4   447.5   530.8   684.0   742.6   783.8   824.8   868.7   956.7  1158.5  5086.1 123356.8   160000  1745247195539  1745247200742
read      510.4   198.8    93.8   302.8   329.5   432.3   561.0   668.4   712.9   750.5   787.9   839.3   968.6  1425.7  5038.1 126787.2   165000  1745247202245  1745247207447
read      501.7   194.6    93.8   295.3   323.6   431.7   538.4   650.4   699.4   739.5   780.7   831.7   921.3  1161.1  4850.7 128930.8   170000  1745247208951  1745247214153
read      508.1   190.5    93.8   306.2   332.0   428.7   550.0   678.0   719.8   755.9   790.5   837.2   919.4  1075.6  3633.8 127305.2   175000  1745247215656  1745247220857
read      514.7   195.9   101.3   308.1   335.9   435.9   540.8   677.1   727.2   768.0   805.0   855.6   942.0  1138.7  4225.3 125733.3   180000  1745247222361  1745247227563
read      488.6   202.6   101.3   291.0   317.4   411.7   549.5   651.7   690.4   721.5   753.1   795.2   868.7  1062.1  6284.8 132315.0   185000  1745247229065  1745247234267
read      494.0   192.5    86.8   291.1   319.0   421.7   545.6   650.9   694.2   728.4   765.1   805.8   891.0  1087.5  5208.1 130918.8   190000  1745247235769  1745247240974
read      500.6   190.8   101.3   300.1   326.4   424.6   544.9   662.5   706.4   741.4   777.8   820.8   909.4  1078.7  4520.4 129199.6   195000  1745247242477  1745247247679
read      509.4   190.8   101.3   310.7   336.4   429.0   538.6   681.4   723.9   760.1   793.1   838.6   917.6  1081.8  4026.1 127014.9   200000  1745247249183  1745247254387
read      514.5   199.9    93.8   309.9   336.7   434.3   549.3   682.9   727.5   765.4   800.0   848.0   930.8  1124.4  4328.8 125788.3   205000  1745247255891  1745247261093
read      510.6   197.4    86.8   307.1   333.8   433.6   535.5   671.1   720.1   760.4   796.8   846.2   930.2  1107.1  4478.6 126764.6   210000  1745247262596  1745247267799
read      501.6   186.6    93.8   303.2   329.2   424.9   535.9   664.5   710.2   746.2   781.6   825.1   908.9  1085.3  3808.0 128979.7   215000  1745247269303  1745247274505
read      497.6   194.8    93.8   300.4   325.7   420.4   532.4   661.2   705.4   739.8   775.6   815.8   905.2  1108.2  6181.3 130033.2   220000  1745247276010  1745247281215
