ubuntu@client-measure-rdtc:~/memcache-perf-dynamic$ ./mcperf -s 10.0.16.5 --loadonly && ./mcperf -s 10.0.16.5 -a 10.0.16.3 --noload -T 8 -C 8 -D 4 -Q 1000 -c 8 -t 1800  --qps_interval 10 --qps_min 5000 --qps_max 180000 --qps_seed 2333
Random waveform, supplied seed
Total number of intervals = 180 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555, 15997, 43089, 12188, 76615, 143480, 63793, 71996, 41778, 21860, 45582)
Average QPS expected = 89046
Timestamp start: 1747004667829
Timestamp end: 1747006468163

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      196.2    90.9    63.8    98.0   106.8   173.3   219.9   248.6   268.9   291.3   317.9   357.0   435.4   613.0  1731.2 120044.8   119931
read      198.2    98.6    63.8    99.5   108.8   173.8   218.5   247.6   268.7   292.6   321.1   364.6   456.0   656.0  2889.1 131847.7   132052
read      202.9    99.4    63.8   102.4   112.2   178.4   221.9   250.7   272.6   297.4   328.2   372.7   472.7   698.6  2007.9 143445.7   143350
read      208.9   113.8    63.8   102.8   112.7   181.1   226.6   256.6   279.3   306.0   338.3   387.9   521.4  1128.6  2789.1 143394.5   143518
read      284.8   260.1    63.8   118.1   131.8   208.7   262.0   305.1   343.6   400.9   498.1   724.6  1332.6  2621.7  5469.4 173058.6   172981
read      207.0   110.5    63.8    97.4   106.1   182.8   235.9   266.6   287.2   310.3   338.0   377.9   469.0   993.4  2897.7  94008.2    94027
read      272.3   225.4    63.8   116.6   130.1   205.9   258.5   300.3   337.2   388.4   469.9   652.6  1189.3  2273.4  4210.5 169790.9   170019
read      319.8   342.5    63.8   123.9   139.0   216.6   272.6   320.2   367.2   439.1   576.0   913.2  1864.1  3166.8  7604.5 179146.1   179090
read      247.1   197.5    63.8    98.7   110.0   216.8   269.1   297.6   318.3   343.4   376.4   433.8   957.0  2762.7  4701.3  47135.8    47130
read      214.7   140.3    68.9   101.5   114.6   194.6   225.9   243.2   256.0   272.1   294.3   338.8   873.0  1616.5  2552.7  19414.4    19439
read      250.6   199.5    63.8   102.0   112.1   193.9   257.6   298.1   327.7   365.1   424.9   571.5  1055.3  2013.3  3799.9 128937.1   128963
read      215.4   138.3    68.9   101.2   113.8   198.5   231.1   249.4   263.1   279.0   301.4   343.0   758.9  1838.2  3033.4  23793.7    23787
read      281.2   256.5    63.8   100.5   113.3   232.2   298.7   335.1   361.1   391.8   433.5   531.7  1319.8  2988.2  7307.9  61909.3    61848
read      210.6   127.3    63.8    97.5   107.0   186.8   238.3   267.7   288.3   311.8   341.1   388.6   495.9   945.6  3422.7 101947.0   101968
read      201.7   119.1    63.8    96.2   104.7   175.4   225.6   255.5   276.2   299.4   327.0   367.8   470.4  1221.1  3261.8 108835.5   108767
read      203.2   119.1    63.8    95.8   104.0   177.8   230.0   259.8   279.8   302.0   328.8   368.4   479.5  1206.7  3719.8  97211.3    97139
read      221.1   147.7    63.8   105.3   116.3   187.7   233.3   264.9   289.1   317.8   354.9   417.5   645.8  1708.6  3877.4 158524.8   158594
read      207.4   119.0    63.8   100.6   110.4   178.2   223.8   253.7   276.0   302.5   334.8   385.2   564.2  1294.6  2851.4 141259.1   141240
read      217.2   104.8    63.8    98.2   108.5   207.8   252.2   274.8   290.7   308.6   330.4   362.4   434.4  1060.9  2563.4  41444.5    41405
read      234.0   158.0    63.8    96.5   106.7   212.4   268.5   297.8   317.8   340.4   367.7   407.1   581.7  2042.9  4279.2  58054.6    57997
read      267.8   276.8    63.8   102.0   112.4   192.5   254.2   295.0   327.4   371.8   462.7   686.8  1322.5  3298.8  5974.0 133462.6   133577
read      236.5   155.6    63.8    96.9   107.7   212.8   266.4   294.9   315.3   339.2   370.0   420.3   768.7  1899.5  3470.2  53744.7    53832
read      307.8   307.0    63.8   105.0   116.1   206.0   289.1   350.1   406.4   495.8   622.0   824.2  1487.0  3108.1  5397.2 139888.3   139832
read      244.3   166.6    63.8   111.7   124.4   202.0   252.7   288.3   316.1   351.1   399.6   490.0   821.2  1788.7  3720.0 170626.2   170515
read      206.1   120.3    63.8    99.1   108.5   177.4   225.2   255.6   277.5   302.7   333.4   380.2   534.0  1339.6  2813.1 128752.3   128494
read      202.5   125.2    68.9   100.1   112.8   188.7   217.3   232.8   244.6   258.5   276.7   312.2   667.9  1360.7  3293.4  20868.5    20789
read      267.3   229.7    63.8    98.1   110.6   225.8   289.3   323.4   347.7   376.2   414.6   489.0  1174.8  2889.9  6792.5  63512.5    63647
read      267.9   230.4    63.8    98.0   110.5   225.3   288.8   323.0   347.4   375.8   414.7   493.4  1181.9  2926.3  5300.0  64916.6    64802
read      248.9   184.3    63.8    96.9   108.4   218.9   277.4   308.5   330.3   355.5   387.9   441.9   921.0  2191.2  4245.6  55727.7    55719
read      355.0   334.5    68.9   121.2   136.4   251.2   347.7   420.2   481.2   562.4   682.7   899.0  1554.2  3539.2  7466.5 173998.3   174179
read      203.4   106.5    63.8    97.6   106.5   178.5   228.7   258.5   279.1   302.4   330.0   370.3   470.3  1043.7  2653.6 106192.0   106356
read      268.2   197.9    63.8   117.4   131.6   214.0   269.4   308.9   341.8   387.2   455.2   589.6  1013.2  1985.2  4385.2 178717.6   178750
read      205.0   118.9    63.8    97.6   106.4   179.4   231.0   261.2   281.7   304.8   332.5   372.5   472.5  1127.1  3354.1 105738.0   105831
read      204.4   117.2    63.8    97.3   106.1   178.2   229.0   259.0   279.9   303.2   331.5   373.1   486.1  1155.0  2908.5 110551.0   110667
read      174.0    93.5    68.9   111.5   122.5   163.6   179.6   187.8   195.0   202.2   214.6   234.6   570.6  1246.7  2207.1   8791.7     8803
read      234.7   146.4    63.8    96.6   108.0   212.9   265.3   292.6   312.0   334.3   362.8   408.5   748.4  1669.3  3217.4  45717.1    45662
read      218.7   133.4    63.8    98.1   109.5   201.6   241.7   263.6   278.6   296.4   319.7   362.5   721.1  1359.6  3660.8  30910.1    30867
read      233.6   145.0    63.8    96.9   108.3   212.2   264.6   291.8   310.8   332.8   360.8   403.6   736.3  1543.1  3201.4  45634.1    45656
read      290.8   297.4    63.8   100.9   111.4   216.9   290.0   333.0   367.6   417.0   503.9   693.0  1501.8  3264.0  7056.5 100936.8   100938
read      211.6   131.2    63.8   100.9   110.7   181.3   229.4   260.5   283.0   308.8   340.5   391.0   570.1  1610.4  3014.9 132199.6   132360
read      227.3   185.6    63.8    96.4   105.4   199.6   250.0   277.2   296.7   319.6   348.7   395.7   845.1  2609.0  3676.1  67690.6    67591
read      221.5   142.3    68.9    97.6   108.8   202.8   244.7   267.2   283.0   301.1   324.9   367.3   743.1  1934.8  3348.3  33974.0    33910
read      244.1   221.4    63.8    97.1   106.9   201.8   259.1   290.9   314.1   342.5   382.0   457.7  1085.9  2767.4  5488.5  85868.1    85729
read      182.3   108.4    74.4   104.0   117.9   172.4   192.0   202.5   211.3   220.7   233.8   258.7   541.3  1198.7  2980.0  12859.7    12884
read      230.0   159.0    63.8    96.0   106.7   210.7   260.5   286.6   304.6   324.7   350.4   392.7   620.7  2148.0  4385.7  45605.3    45621
read      216.6   125.1    63.8    96.4   107.3   203.0   245.9   268.5   284.0   301.6   323.5   360.0   489.3  1362.4  3155.4  36950.8    36938
read      235.8   161.7    63.8    95.9   106.6   212.8   268.4   297.9   317.9   340.8   368.9   411.7   647.4  2156.0  3478.7  56796.8    56902
read      235.7   206.7    63.8    97.6   107.2   193.7   250.7   283.3   306.8   335.0   372.3   444.5   953.9  2705.1  5043.4 102059.7   102243
read      185.3   112.1    68.9   104.4   118.9   177.4   197.6   209.0   217.1   227.5   240.0   263.0   371.6  1177.8  3859.6  14109.2    14085
read      252.5   249.0    63.8    97.5   107.6   202.0   260.6   294.4   319.4   350.6   393.7   482.7  1344.0  2904.2  7333.1  94192.9    94103
read      240.9   196.8    63.8    96.2   106.6   212.4   266.9   296.4   317.5   341.4   371.3   422.7   880.9  2379.1  7016.0  58164.4    58175
read      313.3   269.4    63.8   109.4   121.7   227.4   318.0   381.1   434.3   505.1   606.9   779.3  1262.6  2872.8  5116.8 151293.3   151312
read      220.7   199.6    63.8    95.6   104.1   187.1   239.3   267.6   287.1   309.6   338.2   385.3   898.4  2614.5  6508.4  83263.9    83333
read      240.7   190.8    63.8   109.5   121.4   198.7   248.2   281.8   308.2   340.2   384.3   466.9   810.0  2935.8  4566.5 165211.9   165153
read      205.2   120.5    63.8    98.3   107.5   177.6   226.0   256.1   277.6   302.2   332.1   377.2   509.0  1264.1  3009.4 123675.0   123975
read      208.3   109.6    68.9    98.7   109.9   198.1   232.1   250.2   263.3   278.1   297.5   331.3   512.1  1288.5  2778.3  28479.5    28449
read      185.0   105.1    68.9   101.8   115.5   176.7   198.1   210.1   218.2   229.2   243.2   267.5   428.7  1231.5  3347.0  14892.1    14903
read      209.6   117.0    68.9    96.9   107.9   197.4   235.2   255.7   270.0   286.3   306.8   339.7   490.4  1364.2  2920.2  31270.9    31189
read      219.3   138.6    63.8    96.4   107.0   204.0   249.2   272.5   288.7   307.1   330.0   366.4   512.1  1677.6  3981.7  40664.7    40636
read      236.6   212.1    63.8    96.6   106.4   199.2   252.8   283.6   305.8   332.1   366.3   425.9   998.7  2737.6  6482.3  80632.1    80574
read      252.1   218.1    63.8   111.8   124.3   200.6   251.5   286.9   314.9   350.9   403.0   515.6  1019.8  2933.9  5104.8 168789.0   168820
read      208.9   101.4    59.1   107.0   117.8   185.3   227.3   255.0   276.5   302.3   334.1   380.6   483.1   660.4  2069.9 162580.7   162621
read      192.6    87.4    59.1    95.8   104.1   173.3   222.6   249.7   267.4   286.0   307.4   337.1   395.3   495.1  2254.9 101614.2   101621
read      196.3   260.8    59.1    97.3   106.5   191.8   232.5   250.4   262.1   274.1   290.1   312.7   358.3   432.1  1931.0  58818.1    58592
read      200.7    96.5    63.8   103.1   113.1   177.7   218.9   246.5   267.7   292.0   321.0   364.5   455.3   645.2  2317.3 152980.7   153042
read      191.5    87.0    63.8    96.1   104.4   171.0   218.2   246.1   265.1   285.1   308.2   340.2   401.4   497.1  1645.4 112134.6   112238
read      204.5    92.1    63.8   104.7   115.2   181.4   222.7   250.5   272.0   297.1   328.4   372.8   469.0   643.6  1125.3 160225.5   160265
read      194.5    82.0    63.8    97.3   106.4   191.8   230.7   247.8   259.1   271.1   286.5   308.8   353.0   430.5  1959.2  57235.8    57109
read      193.4    85.3    63.8    95.4   103.7   177.7   227.4   252.4   268.1   284.9   304.2   331.6   383.9   466.3  1574.0  88505.1    88551
read      165.9    59.8    68.9   116.6   128.4   163.2   175.5   182.6   187.1   194.1   201.4   215.8   250.2   684.1  2797.6   8401.8     8385
read      192.6    74.9    63.8   102.6   112.5   197.1   221.3   232.5   240.8   250.3   262.4   279.3   316.4   401.1  2115.3  34108.8    34088
read      191.9    85.7    63.8    96.5   104.9   171.4   218.8   246.7   265.7   285.8   308.9   340.3   400.2   498.6  1820.7 113469.0   113600
read      193.3    92.4    63.8    98.4   107.5   171.3   215.5   243.5   263.9   286.2   311.8   346.5   419.9   526.3  2028.6 131813.8   131842
read      191.8    87.1    63.8    96.1   104.5   171.5   218.9   246.8   265.6   285.5   308.3   339.6   400.0   494.2  2031.7 112126.9   112066
read      196.5    80.8    63.8    96.7   105.6   186.8   234.4   255.7   268.8   283.2   299.7   323.0   371.1   453.5  1321.3  72428.5    72585
read      194.6    90.9    63.8    99.3   108.6   172.5   216.5   244.5   264.9   287.1   312.9   348.3   423.4   539.9  2414.4 133562.0   133669
read      172.4    47.3    74.4   114.6   129.1   171.7   184.9   192.4   197.7   203.3   212.9   227.0   261.4   662.7  1948.3  11760.4    11820
read      172.0    53.1    68.9   112.5   127.4   170.8   184.4   192.1   197.6   203.7   213.5   228.2   263.9   667.0  1914.6  12619.9    12639
read      192.9    89.9    59.1    97.0   105.6   171.8   218.4   246.4   265.8   286.6   310.6   343.6   409.2   508.6  1940.0 118603.5   118548
read      213.0   109.2    63.8   108.0   119.1   188.3   230.9   259.5   281.5   307.9   340.9   391.7   502.4   709.1  2716.9 165810.1   165754
read      194.6    96.1    63.8    95.8   104.2   179.1   228.7   253.4   268.8   285.4   304.5   331.3   384.4   481.5  2903.1  86854.8    86823
read      177.0    70.1    68.9   109.2   122.2   177.1   192.6   200.5   206.7   213.9   223.1   236.0   271.5   668.8  3046.6  16874.5    16898
read      193.5    97.2    59.1    97.6   106.4   171.9   217.7   245.7   265.4   286.7   311.4   345.2   416.3   533.4  1944.9 123141.1   123124
read      195.6    83.1    63.8    96.3   105.0   186.4   232.9   254.0   267.1   281.2   297.1   320.6   369.7   449.2  2147.4  72496.0    72278
read      196.0    78.4    63.8    99.4   108.9   198.0   231.0   246.0   255.8   267.4   280.9   300.6   343.2   422.0  1391.3  47725.9    47757
read      197.4    85.3    63.8    97.7   106.9   193.3   234.9   253.1   264.8   277.1   292.6   315.4   361.9   451.6  2818.8  60476.4    60510
read      186.4    60.3    68.9   104.8   115.8   189.3   208.9   218.6   226.2   233.9   245.5   262.5   297.1   424.2  1604.3  25105.0    25237
read      193.4    84.6    63.8    95.7   104.0   175.4   225.2   251.7   268.7   286.8   307.6   336.5   392.3   477.9  1544.9  97611.9    97783
read      192.2    88.6    63.8    97.0   105.6   171.2   217.6   245.4   264.7   285.3   309.1   341.7   403.8   507.7  1973.9 118920.0   118966
read      176.9    62.8    68.9   109.1   122.1   177.5   192.8   200.5   206.8   214.1   223.6   237.4   272.7   660.0  1717.8  16660.1    16631
read      170.2    46.6    74.4   113.2   127.6   168.8   182.4   189.7   195.5   201.4   211.2   225.7   261.3   674.2  1312.3  11720.3    11743
read      192.7    92.8    63.8    96.8   105.3   171.9   218.8   246.6   265.8   286.1   309.3   341.2   402.5   507.4  2565.7 115018.6   115026
read      192.4    87.8    63.8    97.2   105.9   171.2   216.9   245.0   264.7   285.6   309.9   343.0   407.0   517.3  1800.3 122194.7   122371
read      163.4    69.9    68.9   118.2   128.2   159.4   171.4   178.5   183.4   189.2   198.1   212.4   248.6   701.8  3204.2   7233.5     7198
read      186.0    55.3    68.9   105.0   115.8   189.2   208.5   218.0   225.4   233.0   244.0   260.0   294.5   623.7  1400.7  24958.5    25022
read      203.8    96.6    59.1   104.9   115.4   181.3   222.4   249.9   271.1   295.7   325.4   368.9   460.3   605.1  2226.1 157654.9   157513
read      217.5    99.0    63.8   110.6   122.4   193.3   235.5   264.7   287.0   313.6   346.5   397.7   509.4   711.9  1914.8 171725.6   171975
read      201.8    90.8    63.8   104.2   114.5   179.5   220.3   247.8   269.0   293.3   322.2   365.1   453.7   600.0  1808.7 155084.8   154918
read      195.1    86.9    63.8   100.4   109.9   173.1   215.6   243.3   264.1   287.1   313.8   350.7   426.0   546.5  1450.9 139164.4   139185
read      202.3    96.1    63.8   103.9   114.0   179.4   220.9   248.9   270.2   294.7   324.0   367.2   459.0   626.4  1897.3 152641.0   152724
read      182.4    57.1    68.9   106.5   118.1   184.4   201.2   210.7   216.8   225.1   234.3   251.2   287.7   423.8  1929.3  20849.2    20845
read      195.8    89.7    59.1   100.1   109.7   173.3   216.3   244.3   265.3   288.4   315.3   354.0   433.3   561.7  1612.5 140402.2   140348
read      194.1    85.8    63.8    95.5   103.8   178.3   228.8   253.9   269.6   286.3   305.5   332.9   386.6   468.2  1711.8  88660.2    88725
read      195.5    98.8    59.1    99.4   108.7   173.0   216.9   245.1   265.8   288.5   314.7   351.6   427.7   556.4  2673.2 134116.0   134088
read      195.8    79.0    63.8    96.8   105.7   189.4   233.5   252.9   265.3   278.3   294.0   317.0   365.0   452.0  1507.5  66216.6    66126
read      196.0    84.0    63.8    96.1   104.7   184.0   233.0   255.8   269.8   285.1   302.6   327.8   374.4   463.9  2159.8  78206.3    78214
read      195.7    81.6    63.8    97.5   106.6   195.1   232.1   248.5   259.4   271.3   286.5   308.6   352.4   435.0  2051.7  55269.3    55191
read      196.3    78.7    63.8    97.9   107.3   196.1   232.5   248.8   259.7   271.3   286.2   307.7   351.2   441.0  1997.0  54073.3    54081
read      192.7    94.7    63.8    96.5   105.0   172.3   219.5   247.4   266.2   286.1   309.2   341.0   402.1   504.2  1995.0 112481.2   112478
read      242.6   127.2    63.8   116.4   130.4   210.9   259.9   292.9   318.6   351.3   395.3   466.7   653.9   986.5  2772.0 179845.9   179666
read      194.8    85.5    63.8    96.5   105.0   176.1   225.7   252.7   270.3   288.9   310.5   340.8   400.0   494.9  1743.3 100492.6   100584
read      194.6    94.9    63.8    98.7   107.7   172.8   217.7   245.7   265.8   287.6   313.0   347.6   421.2   534.2  1944.8 127814.0   127920
read      166.1   180.8    74.4   119.9   129.7   160.0   171.9   178.9   183.6   189.0   197.8   212.2   252.2   733.0  7056.8   6576.8     6594
read      185.7    53.1    68.9   105.0   116.0   189.0   207.9   217.4   224.9   232.7   243.9   260.7   295.3   421.7  1201.0  24942.4    25020
read      195.0    91.4    63.8    99.0   108.1   173.2   217.9   246.1   266.1   288.0   313.4   348.5   422.6   539.1  2018.9 129606.6   129587
read      170.0    48.9    74.4   115.6   129.3   167.9   181.3   188.1   194.2   200.3   209.8   224.2   261.0   674.3  1987.7  10277.8    10277
read      203.0    95.1    63.8   103.8   113.9   180.7   223.5   251.5   272.4   296.0   324.3   366.5   456.2   599.5  1847.8 148457.7   148458
read      197.1    86.6    63.8    97.1   106.1   191.1   235.1   254.5   266.7   279.9   295.3   318.3   367.2   452.9  1272.0  66044.1    66114
read      195.9    92.8    63.8    98.8   108.2   196.8   230.2   245.3   255.0   266.8   280.4   301.0   344.2   469.3  2965.0  49258.1    49261
read      193.9    89.4    63.8    99.0   108.3   172.8   216.4   243.9   264.1   285.9   311.3   345.8   418.1   524.6  1611.0 133032.3   133049
read      192.7    86.0    63.8    96.1   104.5   173.1   221.9   249.3   267.3   286.4   308.4   338.9   397.6   492.5  1715.6 106549.3   106628
read      192.3    71.7    68.9   107.4   119.7   194.0   214.3   225.0   232.2   241.3   252.8   271.5   314.7   555.9  1680.4  23562.8    23498
read      208.9    95.2    63.8   101.5   111.2   188.5   240.5   269.0   288.0   309.0   334.1   370.3   445.4   572.5  2132.9 103515.9   103564
read      257.4   145.3    63.8   116.6   131.2   220.1   275.7   313.5   342.1   377.4   426.3   509.6   750.9  1166.7  2377.2 161901.3   161774
read      212.6    87.2    63.8   105.9   117.2   217.6   247.3   262.0   271.5   283.2   296.6   318.7   367.2   465.0  2941.1  39095.8    39037
read      265.7   156.8    63.8   118.6   133.6   224.3   281.9   320.6   351.6   390.3   442.9   539.8   825.3  1315.2  2198.0 163635.9   163622
read      216.0   104.5    63.8   105.7   116.7   192.2   240.6   270.8   292.3   316.6   346.5   394.4   500.3   678.9  1750.5 132607.9   132405
read      214.1    99.5    59.1   105.1   116.0   190.8   238.9   268.9   290.0   313.9   342.9   388.1   488.4   673.8  2196.5 131378.2   131596
read      312.7   222.1    63.8   126.3   143.0   247.5   317.6   369.7   412.5   468.1   551.0   716.6  1168.7  1908.1  3118.7 174591.1   174543
read      208.8    96.0    63.8   101.5   111.2   190.3   243.7   271.2   288.9   308.0   330.5   363.2   428.0   540.5  1911.6  90556.0    90567
read      211.7    98.7    59.1   103.4   113.7   189.3   239.2   268.9   289.1   311.8   339.4   380.9   470.5   634.7  1959.9 116628.0   116582
read      198.4   417.3    74.4   119.1   137.9   194.1   211.1   220.2   227.5   234.8   246.8   264.7   305.6   685.9  6160.6  13883.9    13888
read      209.9   104.2    63.8   102.7   113.0   187.6   236.7   266.3   286.5   309.3   336.9   377.3   465.5   611.9  2199.3 119028.8   119224
read      246.5   131.9    63.8   114.2   128.3   213.4   267.0   302.0   328.7   361.0   403.0   475.7   677.8  1085.5  2313.3 156611.2   156471
read      265.0   152.0    63.8   118.3   133.2   224.5   282.6   321.1   352.0   390.1   442.1   535.2   800.8  1316.5  2348.6 163702.4   164013
read      213.7    80.3    63.8   105.2   116.3   218.2   250.7   266.3   276.5   289.1   304.2   326.4   374.0   477.8  1270.6  41818.7    41909
read      214.8   104.2    63.8   105.0   115.7   191.1   239.9   270.0   291.1   315.0   344.5   391.2   494.4   687.5  2238.6 128267.4   128280
read      210.0    98.1    63.8   102.3   112.3   188.7   240.5   269.5   289.1   310.6   336.5   373.7   454.8   576.7  1401.1 106912.8   107066
read      213.1    82.9    63.8   103.8   114.7   216.0   251.1   267.5   278.3   291.1   307.1   331.0   382.2   510.9  2397.2  46210.9    46119
read      194.1    59.1    74.4   126.8   143.9   191.6   207.6   216.5   223.6   231.5   242.6   260.5   304.6   718.8  2109.9  10206.5    10227
read      190.4    53.4    74.4   123.9   141.0   188.7   204.1   213.3   219.2   227.9   237.0   254.3   295.3   684.4  1893.0  10812.7    10870
read      228.2   116.1    63.8   110.0   122.2   201.6   251.1   282.6   305.8   333.0   367.6   423.6   559.5   806.4  1988.9 146352.1   146664
read      203.2    72.4    68.9   114.1   130.5   204.2   224.3   234.4   242.8   251.9   264.9   284.2   327.2   652.7  2995.2  19909.6    19865
read      211.4   290.2    63.8   102.8   112.8   187.8   238.1   267.7   287.7   310.0   336.9   375.8   462.0   616.1  2692.7 113344.4   113409
read      212.2    92.5    63.8   100.9   111.2   202.1   252.9   275.4   290.2   306.6   325.8   355.3   415.1   529.5  1968.5  70796.6    70623
read      213.6    86.2    63.8   103.0   113.7   213.1   253.1   271.3   283.9   297.2   314.9   340.6   395.8   494.0  1933.3  52804.6    52633
read      209.3    98.7    63.8   101.6   111.4   187.9   239.6   268.6   288.0   309.5   335.6   373.4   456.4   587.2  2270.6 104763.8   104630
read      213.2    80.2    63.8   104.8   116.1   216.9   249.8   265.8   276.0   288.7   303.7   326.3   373.6   470.7  1474.6  42626.8    42594
read      210.1    98.1    63.8   100.9   110.7   189.8   243.4   271.4   290.0   310.5   335.6   372.1   451.6   591.5  2457.4  95282.2    95196
read      212.1    82.5    63.8   102.7   113.5   212.5   251.6   269.4   281.4   294.4   311.4   336.3   389.4   489.7  1369.7  52247.8    52243
read      210.9    76.6    68.9   106.2   117.7   215.8   244.5   258.6   268.3   279.1   293.2   314.8   361.0   460.5  2016.6  37069.6    37031
read      212.8    85.4    63.8   105.7   116.8   217.2   248.3   263.3   273.0   285.1   298.3   319.7   368.4   503.5  3079.7  39911.1    39878
read      210.9    97.1    63.8   102.7   112.8   188.9   240.0   269.4   289.2   311.3   338.1   377.7   465.2   618.4  2194.0 110711.6   110750
read      187.6    68.3    74.4   128.9   142.8   184.0   198.5   207.0   213.3   220.3   231.0   248.2   292.3   716.3  3834.8   8280.0     8231
read      200.7    84.8    63.8    99.1   108.7   195.4   239.1   258.4   270.5   284.1   299.5   321.7   370.9   449.9  1833.7  63496.8    63638
