ubuntu@client-measure-rdtc:~/memcache-perf-dynamic$ ./mcperf -s 10.0.16.5 --loadonly && ./mcperf -s 10.0.16.5 -a 10.0.16.3 --noload -T 8 -C 8 -D 4 -Q 1000 -c 8 -t 1800  --qps_interval 10 --qps_min 5000 --qps_max 180000 --qps_seed 2333
Random waveform, supplied seed
Total number of intervals = 180 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555, 15997, 43089, 12188, 76615, 143480, 63793, 71996, 41778, 21860, 45582)
Average QPS expected = 89046
Timestamp start: 1747001616379
Timestamp end: 1747003416704

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      190.5    82.8    63.8    96.4   104.4   173.0   221.4   246.6   262.8   279.7   299.2   327.4   383.2   477.6  1571.5  88678.5    88725
read      196.9    95.9    68.9   101.3   110.5   173.7   215.9   243.7   264.8   288.8   317.4   360.1   445.8   569.1  2063.1 134222.6   134088
read      200.5    88.8    63.8   100.0   109.2   192.5   236.9   257.4   270.3   284.9   301.9   326.9   376.4   465.9  2672.8  66136.9    66126
read      198.4    83.0    63.8    98.8   107.7   184.7   233.4   257.3   272.2   288.5   307.9   335.6   391.1   478.8  1642.6  78205.1    78214
read      199.8    83.2    63.8   101.0   110.2   197.1   235.9   253.6   265.3   277.7   293.3   316.1   362.7   435.1  2306.5  55117.2    55191
read      202.8    83.7    63.8   101.8   111.3   200.9   239.5   257.3   268.9   281.9   296.8   319.9   369.2   455.1  1522.8  54067.0    54081
read      194.1    93.3    63.8    98.5   107.2   172.0   217.5   245.7   265.6   287.2   312.3   346.8   419.7   541.1  2671.9 112487.6   112478
read      238.0   120.2    68.9   114.1   127.6   206.9   257.3   290.7   316.1   346.9   390.6   460.7   618.7   859.2  2586.4 179983.2   179666
read      196.6    86.9    63.8    99.1   107.9   176.3   224.0   251.7   270.5   290.6   314.1   346.5   415.1   514.7  1874.6 100567.3   100584
read      194.6    91.5    63.8    99.9   108.9   171.5   214.4   242.3   263.6   287.2   314.9   355.2   435.0   549.4  1490.7 127871.3   127920
read      165.6    58.6    74.4   120.6   130.2   161.8   173.5   181.0   185.7   192.4   200.3   214.7   251.0   687.1  2507.5   6614.0     6594
read      186.5    60.2    68.9   107.6   118.2   189.0   208.7   218.2   225.6   233.2   244.2   260.2   294.0   608.8  1864.2  24869.6    25020
read      190.0    96.4    63.8    98.4   106.8   166.8   208.2   235.5   256.8   279.9   307.2   344.9   424.6   566.1  2718.9 129587.1   129587
read      170.0    57.9    68.9   116.2   128.8   167.5   180.9   187.7   193.8   199.9   209.2   223.1   261.3   678.9  2456.9  10292.5    10277
read      193.9    99.7    63.8   100.9   110.2   170.4   209.8   236.1   257.8   282.6   312.6   356.5   447.5   593.7  2532.6 148224.0   148458
read      192.4    77.1    63.8    97.3   106.0   184.1   227.6   247.0   259.6   272.9   289.7   313.4   362.0   468.7  1756.6  66181.2    66114
read      191.4    71.8    63.8    99.2   108.3   191.2   224.7   239.4   249.7   261.2   274.3   294.7   338.0   423.6  1337.1  49347.3    49261
read      190.0    91.0    63.8    98.3   107.0   166.7   207.8   235.1   256.5   280.1   308.2   346.6   429.0   552.9  2601.5 133263.0   133049
read      188.8    88.1    63.8    96.3   104.3   167.8   213.8   241.4   260.5   280.2   303.1   335.3   398.7   500.6  1798.6 106751.5   106628
read      183.4    59.5    68.9   107.0   117.8   185.5   204.2   213.7   220.1   228.5   237.5   253.4   288.9   572.2  1979.9  23509.1    23498
read      188.9    89.6    63.8    96.0   104.0   168.2   214.7   242.3   261.1   280.5   303.0   334.7   397.3   501.3  1845.0 103515.2   103564
read      199.5    93.2    63.8   103.5   113.4   175.8   215.2   241.9   263.4   288.6   319.3   367.7   471.2   635.4  1955.3 161535.3   161774
read      190.9    63.1    63.8   102.2   111.8   193.8   220.9   233.0   242.0   251.8   264.9   283.4   319.9   398.3   942.1  39019.6    39037
read      202.0    96.9    68.9   104.2   114.3   177.8   217.4   244.7   266.3   291.7   323.4   373.0   484.0   672.7  2093.9 163741.8   163622
read      189.6    90.6    63.8    98.2   106.9   166.6   207.7   234.9   256.0   279.4   307.2   345.1   425.0   552.0  2249.2 132347.8   132405
read      189.1    92.3    63.8    98.1   106.7   166.2   207.1   234.4   255.5   278.7   306.1   344.0   422.0   543.9  2456.1 131617.2   131596
read      213.8   105.0    63.8   107.3   118.2   186.3   229.5   259.2   282.1   309.8   345.5   405.3   541.7   745.6  1949.5 174422.2   174543
read      190.6    91.8    63.8    96.1   104.1   172.6   221.5   247.0   263.6   280.7   300.4   329.0   386.2   492.8  1427.3  90328.9    90567
read      188.6    88.0    63.8    96.8   104.9   166.2   210.1   238.3   258.9   280.5   305.6   340.3   408.7   528.2  1297.3 116465.0   116582
read      176.9    60.4    68.9   116.0   129.6   176.0   190.0   197.8   202.9   210.7   218.5   233.4   268.5   663.5  2809.6  13826.1    13888
read      189.5    90.0    63.8    97.2   105.4   167.0   210.6   238.2   258.9   281.2   306.9   342.6   416.3   533.7  1587.3 119196.1   119224
read      197.3    92.9    63.8   102.7   112.2   173.8   213.3   239.7   261.4   286.5   317.1   364.2   462.2   605.9  1259.1 156541.5   156471
read      202.5    93.0    63.8   104.5   114.6   178.4   218.3   246.0   267.7   293.2   325.2   374.1   483.3   639.8  1491.8 164238.5   164013
read      191.6    69.8    63.8   101.2   110.4   193.7   222.8   235.6   245.2   254.9   268.5   288.0   327.6   438.1  1988.1  41875.8    41909
read      189.0    86.4    63.8    97.4   105.8   166.0   208.2   235.7   257.0   280.1   307.2   344.5   422.4   536.7  2193.9 128178.4   128280
read      188.5    89.4    63.8    95.8   103.7   167.2   213.4   241.1   260.2   280.2   303.3   336.5   402.0   517.5  1954.3 107015.2   107066
read      191.4    85.9    63.8   100.1   109.4   192.1   223.7   237.5   247.5   258.3   271.4   291.4   332.5   421.8  1823.9  46108.2    46119
read      169.0    63.7    74.4   116.1   128.8   166.6   179.6   186.4   192.3   198.6   207.4   220.8   254.0   674.5  2756.4  10213.9    10227
read      171.2    57.6    74.4   115.9   129.2   169.1   182.4   189.6   195.5   201.3   210.9   224.8   258.2   679.4  2022.3  10867.7    10870
read      192.0    94.9    63.8    99.9   109.0   168.6   208.1   234.6   256.1   280.8   310.3   352.6   438.7   583.4  2081.6 146502.1   146664
read      180.6    54.7    68.9   108.8   120.4   182.0   198.7   207.8   214.0   221.2   231.1   246.9   282.6   571.6  1320.5  19920.0    19865
read      188.4    90.7    63.8    96.3   104.3   166.6   211.1   238.9   258.8   279.9   304.4   338.6   404.1   517.6  1760.6 113457.5   113409
read      192.8    86.7    63.8    97.0   105.5   182.6   228.0   248.6   261.9   275.4   292.7   316.8   366.6   463.3  1921.0  70678.3    70623
read      193.0    77.9    63.8    99.2   108.3   192.0   227.4   243.1   253.3   265.2   278.7   298.5   342.4   446.5  2248.2  52522.5    52633
read      189.8    90.7    63.8    96.7   104.7   168.9   215.3   242.8   261.7   281.5   304.2   336.1   399.1   503.9  2242.3 104551.2   104630
read      191.1    76.5    68.9   101.5   110.5   193.0   222.2   235.0   244.5   254.3   267.8   287.2   325.0   420.0  2324.3  42585.0    42594
read      190.5    86.3    63.8    96.6   104.6   171.2   219.2   245.7   263.3   281.5   302.5   332.5   392.4   492.5  1744.8  95159.7    95196
read      192.8    74.0    63.8    99.9   108.9   192.0   227.1   242.7   252.9   264.9   278.3   298.0   341.9   415.6  1356.1  52172.9    52243
read      191.1    70.9    68.9   103.1   112.5   194.3   220.2   232.1   240.5   250.2   262.6   280.0   317.3   425.3  1909.1  37161.0    37031
read      192.3    68.2    63.8   102.6   111.9   195.1   222.9   235.1   244.5   254.1   267.4   286.4   322.8   421.7  1686.6  39994.9    39878
read      189.9    86.0    63.8    97.3   105.4   168.1   213.8   241.8   261.6   282.4   306.3   339.3   403.1   509.4  1629.9 110697.6   110750
read      166.2    75.4    74.4   118.5   129.2   162.9   174.9   182.1   186.6   193.7   201.3   215.9   252.5   681.3  3440.2   8195.6     8231
read      192.5    74.4    63.8    98.0   106.7   185.8   227.8   246.5   258.7   271.5   287.7   310.7   357.6   441.1  1388.0  63699.1    63638
read      190.5    87.7    63.8    96.5   104.6   172.6   220.8   246.3   262.8   279.9   299.3   327.3   384.0   501.1  1967.9  90304.8    90167
read      192.9    77.1    63.8   100.2   109.1   192.4   226.6   241.8   252.0   263.7   276.3   296.0   338.5   436.3  2245.8  50431.2    50555
read      177.5    61.0    74.4   111.9   125.0   177.6   192.8   200.5   206.8   213.9   223.1   235.9   271.0   646.6  2035.9  16030.8    15997
read      191.0    73.6    68.9   101.2   110.3   192.9   222.4   235.3   245.0   254.9   268.5   288.0   327.3   410.7  1155.6  43100.7    43089
read      172.8    58.4    74.4   115.0   128.7   171.5   185.2   193.0   198.3   204.6   213.9   228.2   263.6   665.7  2526.3  12207.9    12188
read      191.1    84.1    63.8    96.8   105.0   178.3   225.5   247.2   261.2   275.4   293.0   317.7   369.4   463.7  1759.6  76522.7    76615
read      192.0    90.9    63.8   100.3   109.3   168.8   208.5   235.3   256.8   281.2   310.5   351.8   436.6   579.1  1367.1 143415.1   143480
read      193.7    83.8    63.8    99.1   108.0   186.2   229.2   248.1   260.3   272.8   288.7   311.1   354.8   436.8  2418.7  63774.1    63793
read      194.0    85.4    63.8    98.3   107.0   182.4   229.0   250.6   264.2   278.3   294.9   318.5   368.0   465.1  1744.9  72051.6    71996
read      190.7    71.3    68.9   101.1   110.2   192.6   221.6   234.4   243.9   253.8   267.3   286.5   322.7   406.2  2061.7  41847.2    41778
read      182.9    72.9    68.9   107.6   118.6   183.5   201.7   211.6   217.9   226.5   235.5   252.3   290.4   659.9  3058.4  21903.0    21860
read      191.6    77.4    68.9   100.7   109.7   192.6   223.6   237.1   247.0   257.7   271.0   291.1   332.4   415.0  2530.1  45501.1    45582

Total QPS = 89043.8 (160278816 / 1800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 39588869034 bytes :   21.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.96%,0.50%,100.00%
