Linux 6.8.0-1021-gcp (memcache-server-bzrm) 	04/24/25 	_x86_64_	(4 CPU)

11:32:32      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:34:29      110      5319    7.00   41.00    0.00    0.00   48.00     0  memcached
11:34:30      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:34:31      110      5319    5.00   27.00    0.00    0.00   32.00     0  memcached
11:34:32      110      5319   11.00   52.00    0.00    0.00   63.00     0  memcached
11:34:33      110      5319   12.00   52.00    0.00    0.00   64.00     0  memcached
11:34:34      110      5319   12.00   52.00    0.00    0.00   64.00     0  memcached
11:34:35      110      5319   11.00   53.00    0.00    0.00   64.00     0  memcached
11:34:36      110      5319    4.00   29.00    0.00    0.00   33.00     0  memcached
11:34:37      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:34:38      110      5319    9.00   47.00    0.00    0.00   56.00     0  memcached
11:34:39      110      5319   11.00   60.00    0.00    0.00   71.00     0  memcached
11:34:40      110      5319   10.00   60.00    0.00    0.00   70.00     0  memcached
11:34:41      110      5319   11.00   58.00    0.00    0.00   69.00     0  memcached
11:34:42      110      5319   12.00   59.00    0.00    0.00   71.00     0  memcached
11:34:43      110      5319    2.00   13.00    0.00    0.00   15.00     0  memcached
11:34:44      110      5319    2.00    4.00    0.00    0.00    6.00     0  memcached
11:34:45      110      5319   11.00   61.00    0.00    0.00   72.00     0  memcached
11:34:46      110      5319   12.00   59.00    0.00    0.00   71.00     0  memcached
11:34:47      110      5319   12.00   60.00    0.00    0.00   72.00     0  memcached
11:34:48      110      5319   13.00   59.00    0.00    0.00   72.00     0  memcached
11:34:49      110      5319   10.00   56.00    0.00    0.00   66.00     0  memcached
11:34:50      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:34:51      110      5319    5.00   26.00    0.00    0.00   31.00     0  memcached
11:34:52      110      5319   12.00   67.00    0.00    0.00   79.00     0  memcached
11:34:53      110      5319   14.00   66.00    0.00    0.00   80.00     0  memcached
11:34:54      110      5319   13.00   66.00    0.00    0.00   79.00     0  memcached
11:34:55      110      5319   13.00   68.00    0.00    0.00   81.00     0  memcached
11:34:56      110      5319    8.00   40.00    0.00    0.00   48.00     0  memcached
11:34:57      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:34:58      110      5319    8.00   47.00    0.00    0.00   55.00     0  memcached
11:34:59      110      5319   12.00   69.00    0.00    0.00   81.00     0  memcached
11:35:00      110      5319   14.00   67.00    0.00    0.00   81.00     0  memcached
11:35:01      110      5319   12.00   68.00    0.00    0.00   80.00     0  memcached
11:35:02      110      5319   13.00   68.00    0.00    0.00   81.00     0  memcached
11:35:03      110      5319    6.00   21.00    0.00    0.00   27.00     0  memcached
11:35:04      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:35:05      110      5319   15.00   69.00    0.00    0.00   84.00     0  memcached
11:35:06      110      5319   13.00   72.00    0.00    0.00   85.00     0  memcached
11:35:07      110      5319   14.00   72.00    0.00    0.00   86.00     0  memcached
11:35:08      110      5319   15.00   70.00    0.00    0.00   85.00     0  memcached
11:35:09      110      5319   15.00   72.00    0.00    0.00   87.00     0  memcached
11:35:10      110      5319    1.00    2.00    0.00    0.00    3.00     0  memcached
11:35:11      110      5319    4.00   20.00    0.00    0.00   24.00     0  memcached
11:35:12      110      5319   11.00   77.00    0.00    0.00   88.00     0  memcached
11:35:13      110      5319   14.00   76.00    0.00    0.00   90.00     0  memcached
11:35:14      110      5319   15.00   74.00    0.00    0.00   89.00     0  memcached
11:35:15      110      5319   14.00   75.00    0.00    0.00   89.00     0  memcached
11:35:16      110      5319   14.00   52.00    0.00    0.00   66.00     0  memcached
11:35:17      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:35:18      110      5319    7.00   44.00    0.00    0.00   51.00     0  memcached
11:35:19      110      5319   14.00   77.00    0.00    0.00   91.00     0  memcached
11:35:20      110      5319   15.00   76.00    0.00    0.00   91.00     0  memcached
11:35:21      110      5319   15.00   76.00    0.00    0.00   91.00     0  memcached
11:35:22      110      5319   12.87   77.23    0.00    0.00   90.10     0  memcached
11:35:23      110      5319    7.00   34.00    0.00    0.00   41.00     0  memcached
11:35:24      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:35:25      110      5319   13.00   63.00    0.00    0.00   76.00     0  memcached
11:35:26      110      5319   15.00   75.00    0.00    0.00   90.00     0  memcached
11:35:27      110      5319   14.00   74.00    0.00    0.00   88.00     0  memcached
11:35:28      110      5319   13.00   76.00    0.00    0.00   89.00     0  memcached
11:35:29      110      5319   15.00   73.00    0.00    0.00   88.00     0  memcached
11:35:30      110      5319    2.00   10.00    0.00    0.00   12.00     0  memcached
11:35:31      110      5319    2.00   14.00    0.00    0.00   16.00     0  memcached
11:35:32      110      5319   15.00   85.00    0.00    0.00  100.00     0  memcached
11:35:33      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:35:34      110      5319   14.00   86.00    0.00    0.00  100.00     0  memcached
11:35:35      110      5319   15.00   86.00    0.00    0.00  101.00     0  memcached
11:35:36      110      5319   12.00   72.00    0.00    0.00   84.00     0  memcached
11:35:37      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:35:38      110      5319    6.00   39.00    0.00    0.00   45.00     0  memcached
11:35:39      110      5319   13.00   87.00    0.00    0.00  100.00     0  memcached
11:35:40      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:35:41      110      5319   17.00   84.00    0.00    0.00  101.00     0  memcached
11:35:42      110      5319   16.00   83.00    0.00    0.00   99.00     0  memcached
11:35:43      110      5319   10.00   45.00    0.00    0.00   55.00     0  memcached
11:35:44      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:35:45      110      5319   10.00   64.00    0.00    0.00   74.00     0  memcached
11:35:46      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:35:47      110      5319   16.00   84.00    0.00    1.00  100.00     0  memcached
11:35:48      110      5319   14.00   86.00    0.00    0.00  100.00     0  memcached
11:35:49      110      5319   16.00   84.00    0.00    0.00  100.00     0  memcached
11:35:50      110      5319    3.00   22.00    0.00    0.00   25.00     0  memcached
11:35:51      110      5319    1.00    4.00    0.00    0.00    5.00     0  memcached
11:35:52      110      5319   12.00   86.00    0.00    0.00   98.00     0  memcached
11:35:53      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:35:54      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:35:55      110      5319   13.00   88.00    0.00    0.00  101.00     0  memcached
11:35:56      110      5319   11.00   84.00    0.00    0.00   95.00     0  memcached
11:35:57      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:35:58      110      5319    6.00   28.00    0.00    0.00   34.00     0  memcached
11:35:59      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:36:00      110      5319   11.00   89.00    0.00    0.00  100.00     0  memcached
11:36:01      110      5319   14.00   86.00    0.00    0.00  100.00     0  memcached
11:36:02      110      5319   13.00   87.00    0.00    0.00  100.00     0  memcached
11:36:03      110      5319   11.00   55.00    0.00    0.00   66.00     0  memcached
11:36:04      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:36:05      110      5319    6.00   58.00    0.00    1.00   64.00     0  memcached
11:36:06      110      5319   13.00   87.00    0.00    0.00  100.00     0  memcached
11:36:07      110      5319   13.00   87.00    0.00    0.00  100.00     0  memcached
11:36:08      110      5319   13.00   86.00    0.00    0.00   99.00     0  memcached
11:36:09      110      5319   14.00   86.00    0.00    0.00  100.00     0  memcached
11:36:10      110      5319    6.00   30.00    0.00    0.00   36.00     0  memcached
11:36:11      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:36:12      110      5319   15.00   79.00    0.00    0.00   94.00     0  memcached
11:36:13      110      5319   14.00   86.00    0.00    0.00  100.00     0  memcached
11:36:14      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:36:15      110      5319   16.00   84.00    0.00    0.00  100.00     0  memcached
11:36:16      110      5319   17.00   82.00    0.00    0.00   99.00     0  memcached
11:36:17      110      5319    1.00    6.00    0.00    0.00    7.00     0  memcached
11:36:18      110      5319    5.00   18.00    0.00    0.00   23.00     0  memcached
11:36:19      110      5319   14.00   86.00    0.00    0.00  100.00     0  memcached
11:36:20      110      5319   12.00   89.00    0.00    0.00  101.00     0  memcached
11:36:21      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:36:22      110      5319   18.00   82.00    0.00    0.00  100.00     0  memcached
11:36:23      110      5319   12.00   65.00    0.00    0.00   77.00     0  memcached
11:36:24      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:36:25      110      5319    9.00   44.00    0.00    0.00   53.00     0  memcached
11:36:26      110      5319   12.00   88.00    0.00    0.00  100.00     0  memcached
11:36:27      110      5319   16.00   84.00    0.00    0.00  100.00     0  memcached
11:36:28      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:36:29      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:36:30      110      5319    7.00   41.00    0.00    0.00   48.00     0  memcached
11:36:31      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:36:32      110      5319   14.00   68.00    0.00    1.00   82.00     0  memcached
11:36:33      110      5319   16.00   84.00    0.00    0.00  100.00     0  memcached
11:36:34      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:36:35      110      5319   15.00   85.00    0.00    0.00  100.00     0  memcached
11:36:36      110      5319   16.00   83.00    0.00    0.00   99.00     0  memcached
11:36:37      110      5319    4.00   14.00    0.00    0.00   18.00     0  memcached
11:36:38      110      5319    1.00   11.00    0.00    0.00   12.00     0  memcached
11:36:39      110      5319   14.00   86.00    0.00    0.00  100.00     0  memcached
11:36:40      110      5319   15.00   85.00    0.00    0.00  100.00     0  memcached
11:36:41      110      5319   18.00   82.00    0.00    0.00  100.00     0  memcached
11:36:42      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:36:43      110      5319   14.00   74.00    0.00    0.00   88.00     0  memcached
11:36:44      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:36:45      110      5319    5.00   36.00    0.00    0.00   41.00     0  memcached
11:36:46      110      5319   15.00   85.00    0.00    0.00  100.00     0  memcached
11:36:47      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:36:48      110      5319   16.00   84.00    0.00    0.00  100.00     0  memcached
11:36:49      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:36:50      110      5319   10.00   49.00    0.00    0.00   59.00     0  memcached
11:36:51      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:36:52      110      5319   11.00   59.00    0.00    0.00   70.00     0  memcached
11:36:53      110      5319   15.00   85.00    0.00    0.00  100.00     0  memcached
11:36:54      110      5319   13.00   87.00    0.00    0.00  100.00     0  memcached
11:36:55      110      5319   14.00   85.00    0.00    0.00   99.00     0  memcached
11:36:56      110      5319   19.00   82.00    0.00    0.00  101.00     0  memcached
11:36:57      110      5319    4.00   25.00    0.00    0.00   29.00     0  memcached
11:36:58      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:36:59      110      5319   13.00   87.00    0.00    0.00  100.00     0  memcached
11:37:00      110      5319   15.00   85.00    0.00    0.00  100.00     0  memcached
11:37:01      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:37:02      110      5319   16.00   85.00    0.00    0.00  101.00     0  memcached
11:37:03      110      5319   16.00   82.00    0.00    0.00   98.00     0  memcached
11:37:04      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:37:05      110      5319    5.00   26.00    0.00    1.00   31.00     0  memcached
11:37:06      110      5319   15.00   85.00    0.00    0.00  100.00     0  memcached
11:37:07      110      5319   16.00   83.00    0.00    0.00   99.00     0  memcached
11:37:08      110      5319   18.00   83.00    0.00    0.00  101.00     0  memcached
11:37:09      110      5319   17.00   82.00    0.00    0.00   99.00     0  memcached
11:37:10      110      5319   13.00   57.00    0.00    0.00   70.00     0  memcached
11:37:11      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:37:12      110      5319    8.00   52.00    0.00    0.00   60.00     0  memcached
11:37:13      110      5319   14.00   85.00    0.00    0.00   99.00     0  memcached
11:37:14      110      5319   14.00   85.00    0.00    0.00   99.00     0  memcached
11:37:15      110      5319   14.00   85.00    0.00    0.00   99.00     0  memcached
11:37:16      110      5319   13.00   87.00    0.00    0.00  100.00     0  memcached
11:37:17      110      5319    6.00   34.00    0.00    0.00   40.00     0  memcached
11:37:18      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:37:19      110      5319   12.00   76.00    0.00    0.00   88.00     0  memcached
11:37:20      110      5319   12.00   88.00    0.00    0.00  100.00     0  memcached
11:37:21      110      5319   14.00   86.00    0.00    0.00  100.00     0  memcached
11:37:22      110      5319   14.00   85.00    0.00    0.00   99.00     0  memcached
11:37:23      110      5319   18.00   82.00    0.00    0.00  100.00     0  memcached
11:37:24      110      5319    2.00    9.00    0.00    0.00   11.00     0  memcached
11:37:25      110      5319    3.00   16.00    0.00    0.00   19.00     0  memcached
11:37:26      110      5319   12.00   88.00    0.00    1.00  100.00     0  memcached
11:37:27      110      5319   15.00   84.00    0.00    0.00   99.00     0  memcached
11:37:28      110      5319   15.00   85.00    0.00    0.00  100.00     0  memcached
11:37:29      110      5319   16.00   84.00    0.00    0.00  100.00     0  memcached
11:37:30      110      5319   11.00   70.00    0.00    0.00   81.00     0  memcached
11:37:31      110      5319    0.00    0.00    0.00    0.00    0.00     0  memcached
11:37:32      110      5319    9.00   39.00    0.00    0.00   48.00     0  memcached
11:37:33      110      5319   13.00   88.00    0.00    0.00  101.00     0  memcached
11:37:34      110      5319   16.00   83.00    0.00    0.00   99.00     0  memcached
11:37:35      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:37:36      110      5319   17.00   83.00    0.00    0.00  100.00     0  memcached
11:37:37      110      5319    8.00   43.00    0.00    0.00   51.00     0  memcached
11:37:38      110      5319    0.00    1.00    0.00    0.00    1.00     0  memcached
11:37:39      110      5319    1.00    0.00    0.00    0.00    1.00     0  memcached

Average:      110      5319    7.88   42.95    0.00    0.02   50.83     -  memcached
